Size,Technology,Fuel type,Range,Drive Cycle,Data,Unit,Source,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Light truck,BEV,Electricity,Glo,Combined,0%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.5250139,36.03952914,29.20444602,29.20444602,26.71896126,26.71896126,NA,NA,NA,NA,NA,NA,NA,NA,27.34033245,27.34033245,27.34033245,NA
Light truck,BEV,Electricity,Glo,Combined,25%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.69023899,42.56392665,32.62198758,32.62198758,33.55404437,26.71896126,NA,NA,NA,NA,NA,NA,NA,NA,32.00061639,28.89376043,28.89376043,NA
Light truck,BEV,Electricity,Glo,Combined,50%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.85546407,52.19518013,36.03952914,36.03952914,40.38912748,26.71896126,NA,NA,NA,NA,NA,NA,NA,NA,33.55404437,30.44718841,30.44718841,NA
Light truck,BEV,Electricity,Glo,Combined,75%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.02068915,59.65163443,36.66090033,45.04941142,47.22421059,26.71896126,NA,NA,NA,NA,NA,NA,NA,NA,33.55404437,32.00061639,32.00061639,NA
Light truck,BEV,Electricity,Glo,Combined,100%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.18591423,59.65163443,37.28227152,54.0592937,54.0592937,26.71896126,NA,NA,NA,NA,NA,NA,NA,NA,33.55404437,33.55404437,33.55404437,NA
Light truck,BEV,Electricity,Glo,City,0%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76775629,33.55404437,25.47621887,25.47621887,24.23347649,24.23347649,NA,NA,NA,NA,NA,NA,NA,NA,26.71896126,26.71896126,26.71896126,NA
Light truck,BEV,Electricity,Glo,City,25%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.77763857,39.61241349,29.51513162,29.51513162,29.82581722,24.23347649,NA,NA,NA,NA,NA,NA,NA,NA,32.31130198,28.58307483,28.58307483,NA
Light truck,BEV,Electricity,Glo,City,50%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.78752086,48.77763857,33.55404437,33.55404437,35.41815794,24.23347649,NA,NA,NA,NA,NA,NA,NA,NA,34.17541556,30.44718841,30.44718841,NA
Light truck,BEV,Electricity,Glo,City,75%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.79740314,55.92340728,34.48610116,40.07844188,41.01049867,24.23347649,NA,NA,NA,NA,NA,NA,NA,NA,34.33075836,32.31130198,32.31130198,NA
Light truck,BEV,Electricity,Glo,City,100%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.80728542,55.92340728,35.41815794,46.6028394,46.6028394,24.23347649,NA,NA,NA,NA,NA,NA,NA,NA,34.79678675,34.17541556,34.17541556,NA
Light truck,BEV,Electricity,Glo,Highway,0%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.66090033,39.1463851,32.93267318,32.93267318,30.44718841,30.44718841,NA,NA,NA,NA,NA,NA,NA,NA,28.58307483,28.58307483,28.58307483,NA
Light truck,BEV,Electricity,Glo,Highway,25%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.13681101,45.67078261,36.03952914,36.03952914,38.6803567,30.44718841,NA,NA,NA,NA,NA,NA,NA,NA,31.3792452,29.51513162,29.51513162,NA
Light truck,BEV,Electricity,Glo,Highway,50%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.61272168,55.92340728,39.1463851,39.1463851,46.913525,30.44718841,NA,NA,NA,NA,NA,NA,NA,NA,32.93267318,30.44718841,30.44718841,NA
Light truck,BEV,Electricity,Glo,Highway,75%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.08863236,64.00123278,39.45707069,51.26312334,55.14669329,30.44718841,NA,NA,NA,NA,NA,NA,NA,NA,33.55404437,31.3792452,31.3792452,NA
Light truck,BEV,Electricity,Glo,Highway,100%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.56454304,64.00123278,39.76775629,63.37986158,63.37986158,30.44718841,NA,NA,NA,NA,NA,NA,NA,NA,33.55404437,32.31130198,32.31130198,NA
Light truck,BEV,Electricity,100,Combined,0%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.5250139,36.03952914,29.20444602,29.20444602,26.71896126,26.71896126,NA,NA,NA,NA,NA,NA,NA,NA,33.55404437,NA,NA,NA
Light truck,BEV,Electricity,100,Combined,25%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.69023899,42.56392665,32.62198758,32.62198758,33.55404437,26.71896126,NA,NA,NA,NA,NA,NA,NA,NA,33.55404437,NA,NA,NA
Light truck,BEV,Electricity,100,Combined,50%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.85546407,52.19518013,36.03952914,36.03952914,40.38912748,26.71896126,NA,NA,NA,NA,NA,NA,NA,NA,33.55404437,NA,NA,NA
Light truck,BEV,Electricity,100,Combined,75%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.02068915,59.65163443,36.66090033,45.04941142,47.22421059,26.71896126,NA,NA,NA,NA,NA,NA,NA,NA,33.55404437,NA,NA,NA
Light truck,BEV,Electricity,100,Combined,100%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.18591423,59.65163443,37.28227152,54.0592937,54.0592937,26.71896126,NA,NA,NA,NA,NA,NA,NA,NA,33.55404437,NA,NA,NA
Light truck,BEV,Electricity,100,City,0%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76775629,33.55404437,25.47621887,25.47621887,24.23347649,24.23347649,NA,NA,NA,NA,NA,NA,NA,NA,34.17541556,NA,NA,NA
Light truck,BEV,Electricity,100,City,25%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.77763857,39.61241349,29.51513162,29.51513162,29.82581722,24.23347649,NA,NA,NA,NA,NA,NA,NA,NA,34.17541556,NA,NA,NA
Light truck,BEV,Electricity,100,City,50%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.78752086,48.77763857,33.55404437,33.55404437,35.41815794,24.23347649,NA,NA,NA,NA,NA,NA,NA,NA,34.17541556,NA,NA,NA
Light truck,BEV,Electricity,100,City,75%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.79740314,55.92340728,34.48610116,40.07844188,41.01049867,24.23347649,NA,NA,NA,NA,NA,NA,NA,NA,34.17541556,NA,NA,NA
Light truck,BEV,Electricity,100,City,100%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.80728542,55.92340728,35.41815794,46.6028394,46.6028394,24.23347649,NA,NA,NA,NA,NA,NA,NA,NA,34.17541556,NA,NA,NA
Light truck,BEV,Electricity,100,Highway,0%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.66090033,39.1463851,32.93267318,32.93267318,30.44718841,30.44718841,NA,NA,NA,NA,NA,NA,NA,NA,33.55404437,NA,NA,NA
Light truck,BEV,Electricity,100,Highway,25%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.13681101,45.67078261,36.03952914,36.03952914,38.6803567,30.44718841,NA,NA,NA,NA,NA,NA,NA,NA,33.55404437,NA,NA,NA
Light truck,BEV,Electricity,100,Highway,50%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.61272168,55.92340728,39.1463851,39.1463851,46.913525,30.44718841,NA,NA,NA,NA,NA,NA,NA,NA,33.55404437,NA,NA,NA
Light truck,BEV,Electricity,100,Highway,75%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.08863236,64.00123278,39.45707069,51.26312334,55.14669329,30.44718841,NA,NA,NA,NA,NA,NA,NA,NA,33.55404437,NA,NA,NA
Light truck,BEV,Electricity,100,Highway,100%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.56454304,64.00123278,39.76775629,63.37986158,63.37986158,30.44718841,NA,NA,NA,NA,NA,NA,NA,NA,33.55404437,NA,NA,NA
Light truck,BEV,Electricity,200,Combined,0%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.34033245,27.34033245,27.34033245,NA
Light truck,BEV,Electricity,200,Combined,25%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.89376043,28.89376043,28.89376043,NA
Light truck,BEV,Electricity,200,Combined,50%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.44718841,30.44718841,30.44718841,NA
Light truck,BEV,Electricity,200,Combined,75%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.00061639,32.00061639,32.00061639,NA
Light truck,BEV,Electricity,200,Combined,100%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.55404437,33.55404437,33.55404437,NA
Light truck,BEV,Electricity,200,City,0%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.71896126,26.71896126,26.71896126,NA
Light truck,BEV,Electricity,200,City,25%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.73841763,28.58307483,28.58307483,NA
Light truck,BEV,Electricity,200,City,50%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.757874,30.44718841,30.44718841,NA
Light truck,BEV,Electricity,200,City,75%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.77733038,32.31130198,32.31130198,NA
Light truck,BEV,Electricity,200,City,100%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.79678675,34.17541556,34.17541556,NA
Light truck,BEV,Electricity,200,Highway,0%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.58307483,28.58307483,28.58307483,NA
Light truck,BEV,Electricity,200,Highway,25%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.51513162,29.51513162,29.51513162,NA
Light truck,BEV,Electricity,200,Highway,50%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.44718841,30.44718841,30.44718841,NA
Light truck,BEV,Electricity,200,Highway,75%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.3792452,31.3792452,31.3792452,NA
Light truck,BEV,Electricity,200,Highway,100%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.31130198,32.31130198,32.31130198,NA
Light truck,BEV,Electricity,300,Combined,0%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Light truck,BEV,Electricity,300,Combined,25%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Light truck,BEV,Electricity,300,Combined,50%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Light truck,BEV,Electricity,300,Combined,75%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Light truck,BEV,Electricity,300,Combined,100%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Light truck,BEV,Electricity,300,City,0%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Light truck,BEV,Electricity,300,City,25%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Light truck,BEV,Electricity,300,City,50%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Light truck,BEV,Electricity,300,City,75%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Light truck,BEV,Electricity,300,City,100%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Light truck,BEV,Electricity,300,Highway,0%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Light truck,BEV,Electricity,300,Highway,25%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Light truck,BEV,Electricity,300,Highway,50%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Light truck,BEV,Electricity,300,Highway,75%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Light truck,BEV,Electricity,300,Highway,100%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Car,PHEV,Gasoline,Glo,Combined,0%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.357149582,4.704290691,4.704290691,4.704290691,4.704290691
Car,PHEV,Gasoline,Glo,Combined,25%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.357149582,5.530720136,5.818464801,6.070820476,6.189856172
Car,PHEV,Gasoline,Glo,Combined,50%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.357149582,6.357149582,6.189856172,6.273502877,7.127713168
Car,PHEV,Gasoline,Glo,Combined,75%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.357149582,9.058938154,6.231679524,8.08231761,9.227647124
Car,PHEV,Gasoline,Glo,Combined,100%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.357149582,11.76072673,6.357149582,13.83614909,13.83614909
Car,PHEV,Gasoline,Glo,Highway,0%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.880363363,4.800296623,4.800296623,4.800296623,4.800296623
Car,PHEV,Gasoline,Glo,Highway,25%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.880363363,5.340329993,5.610346678,5.999559918,6.445443326
Car,PHEV,Gasoline,Glo,Highway,50%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.880363363,5.880363363,6.207050217,6.53373707,6.720415272
Car,PHEV,Gasoline,Glo,Highway,75%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.880363363,8.540527742,6.53373707,7.763238332,8.110846018
Car,PHEV,Gasoline,Glo,Highway,100%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.880363363,11.20069212,6.53373707,11.76072673,11.76072673
Car,PHEV,Gasoline,Glo,City,0%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.720415272,4.612049697,4.612049697,4.612049697,4.612049697
Car,PHEV,Gasoline,Glo,City,25%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.720415272,5.666232484,5.563284947,5.772795741,5.880363363
Car,PHEV,Gasoline,Glo,City,50%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.720415272,6.720415272,5.880363363,6.300389318,7.58756563
Car,PHEV,Gasoline,Glo,City,75%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.720415272,9.240570999,6.09037634,8.197280725,10.01366225
Car,PHEV,Gasoline,Glo,City,100%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.720415272,11.76072673,6.720415272,14.70090841,14.70090841
Car,PHEV,Electricity,Glo,Combined,0%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.36936291,18.01976457,18.01976457,15.5342798,15.5342798
Car,PHEV,Electricity,Glo,Combined,25%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.36936291,20.19456374,20.81593493,18.01976457,19.88387814
Car,PHEV,Electricity,Glo,Combined,50%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.36936291,22.36936291,22.36936291,22.36936291,22.9907341
Car,PHEV,Electricity,Glo,Combined,75%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.36936291,30.47825697,22.9907341,24.85484768,28.89376043
Car,PHEV,Electricity,Glo,Combined,100%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.36936291,38.58715102,22.9907341,32.31130198,36.66090033
Car,PHEV,Electricity,Glo,City,0%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.36936291,16.15565099,16.15565099,15.5342798,15.5342798
Car,PHEV,Electricity,Glo,City,25%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.36936291,19.26250695,19.41784975,16.77702218,18.64113576
Car,PHEV,Electricity,Glo,City,50%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.36936291,22.36936291,20.81593493,20.81593493,21.12662053
Car,PHEV,Electricity,Glo,City,75%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.36936291,30.35398273,21.12662053,23.4567625,29.20444602
Car,PHEV,Electricity,Glo,City,100%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.36936291,38.33860255,21.12662053,32.93267318,39.1463851
Car,PHEV,Electricity,Glo,Highway,0%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.9907341,20.50524934,20.50524934,16.15565099,16.15565099
Car,PHEV,Electricity,Glo,Highway,25%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.9907341,21.74799172,21.90333452,20.03922094,21.43730612
Car,PHEV,Electricity,Glo,Highway,50%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.9907341,22.9907341,24.23347649,23.92279089,26.09759006
Car,PHEV,Electricity,Glo,Highway,75%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.9907341,30.9132168,26.09759006,26.09759006,28.89376043
Car,PHEV,Electricity,Glo,Highway,100%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.9907341,38.8356995,26.09759006,31.68993079,33.55404437
Car,PHEV,Gasoline,20,Combined,0%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.704290691,4.704290691,4.704290691,4.704290691
Car,PHEV,Gasoline,20,Combined,25%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.704290691,5.447073431,5.651607809,6.189856172
Car,PHEV,Gasoline,20,Combined,50%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.704290691,6.189856172,6.189856172,8.723615978
Car,PHEV,Gasoline,20,Combined,75%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.704290691,6.189856172,8.904550236,9.729328474
Car,PHEV,Gasoline,20,Combined,100%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.704290691,6.189856172,13.83614909,13.83614909
Car,PHEV,Gasoline,20,Highway,0%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.800296623,4.800296623,4.800296623,4.800296623
Car,PHEV,Gasoline,20,Highway,25%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.800296623,5.667016847,5.823548258,6.53373707
Car,PHEV,Gasoline,20,Highway,50%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.800296623,6.53373707,6.53373707,7.975665251
