"Technology","Size","Year","Data_type","Value","Unit"
"HEV","Light truck",2011,"sales",31347,"vehicle"
"ICEV-D","Light truck",2011,"sales",33774,"vehicle"
"ICEV-G","Light truck",2011,"sales",4299644,"vehicle"
"PHEV20","Light truck",2011,"sales",0,"vehicle"
"PHEV40","Light truck",2011,"sales",0,"vehicle"
"BEV100","Car",2012,"sales",18354,"vehicle"
"BEV300","Car",2012,"sales",0,"vehicle"
"CNG","Car",2012,"sales",12216,"vehicle"
"FCV","Car",2012,"sales",0,"vehicle"
"FFV","Car",2012,"sales",313124,"vehicle"
"HEV","Car",2012,"sales",376724,"vehicle"
"ICEV-D","Car",2012,"sales",188578,"vehicle"
"ICEV-G","Car",2012,"sales",6523116,"vehicle"
"PHEV20","Car",2012,"sales",17844,"vehicle"
"PHEV40","Car",2012,"sales",29020,"vehicle"
"BEV100","Light truck",2012,"sales",1133,"vehicle"
"BEV300","Light truck",2012,"sales",0,"vehicle"
"CNG","Light truck",2012,"sales",46022,"vehicle"
"FCV","Light truck",2012,"sales",0,"vehicle"
"FFV","Light truck",2012,"sales",1247478,"vehicle"
"HEV","Light truck",2012,"sales",23825,"vehicle"
"ICEV-D","Light truck",2012,"sales",25696,"vehicle"
"ICEV-G","Light truck",2012,"sales",4879696,"vehicle"
"PHEV20","Light truck",2012,"sales",0,"vehicle"
"PHEV40","Light truck",2012,"sales",0,"vehicle"
"BEV100","Car",2013,"sales",21597,"vehicle"
"BEV300","Car",2013,"sales",18,"vehicle"
"CNG","Car",2013,"sales",15218,"vehicle"
"FCV","Car",2013,"sales",0,"vehicle"
"FFV","Car",2013,"sales",334837,"vehicle"
"HEV","Car",2013,"sales",385497,"vehicle"
"ICEV-D","Car",2013,"sales",197940,"vehicle"
"ICEV-G","Car",2013,"sales",6736720,"vehicle"
"PHEV20","Car",2013,"sales",19578,"vehicle"
"PHEV40","Car",2013,"sales",32857,"vehicle"
"BEV100","Light truck",2013,"sales",1268,"vehicle"
"BEV300","Light truck",2013,"sales",0,"vehicle"
"CNG","Light truck",2013,"sales",54600,"vehicle"
"FCV","Light truck",2013,"sales",0,"vehicle"
"FFV","Light truck",2013,"sales",1366945,"vehicle"
"HEV","Light truck",2013,"sales",24743,"vehicle"
"ICEV-D","Light truck",2013,"sales",31658,"vehicle"
"ICEV-G","Light truck",2013,"sales",5157055,"vehicle"
"PHEV20","Light truck",2013,"sales",0,"vehicle"
"PHEV40","Light truck",2013,"sales",0,"vehicle"
"BEV100","Car",2014,"sales",70970,"vehicle"
"BEV300","Car",2014,"sales",22019,"vehicle"
"CNG","Car",2014,"sales",34110,"vehicle"
"FCV","Car",2014,"sales",0,"vehicle"
"FFV","Car",2014,"sales",310660,"vehicle"
"HEV","Car",2014,"sales",471245,"vehicle"
"ICEV-D","Car",2014,"sales",211468,"vehicle"
"ICEV-G","Car",2014,"sales",7466999,"vehicle"
"PHEV20","Car",2014,"sales",41920,"vehicle"
"PHEV40","Car",2014,"sales",26663,"vehicle"
"BEV100","Light truck",2014,"sales",1299,"vehicle"
"BEV300","Light truck",2014,"sales",0,"vehicle"
"CNG","Light truck",2014,"sales",54898,"vehicle"
"FCV","Light truck",2014,"sales",0,"vehicle"
"FFV","Light truck",2014,"sales",1466910,"vehicle"
"HEV","Light truck",2014,"sales",25646,"vehicle"
"ICEV-D","Light truck",2014,"sales",79572,"vehicle"
"ICEV-G","Light truck",2014,"sales",4967346,"vehicle"
"PHEV20","Light truck",2014,"sales",0,"vehicle"
"PHEV40","Light truck",2014,"sales",0,"vehicle"
"BEV100","Car",2015,"sales",81004,"vehicle"
"BEV300","Car",2015,"sales",44783,"vehicle"
"CNG","Car",2015,"sales",40051,"vehicle"
"FCV","Car",2015,"sales",1613,"vehicle"
"FFV","Car",2015,"sales",268636,"vehicle"
"HEV","Car",2015,"sales",361529,"vehicle"
"ICEV-D","Car",2015,"sales",169444,"vehicle"
"ICEV-G","Car",2015,"sales",6572323,"vehicle"
"PHEV20","Car",2015,"sales",46427,"vehicle"
"PHEV40","Car",2015,"sales",36691,"vehicle"
"BEV100","Light truck",2015,"sales",7676,"vehicle"
"BEV300","Light truck",2015,"sales",4838,"vehicle"
"CNG","Light truck",2015,"sales",77847,"vehicle"
"FCV","Light truck",2015,"sales",1612,"vehicle"
"FFV","Light truck",2015,"sales",1675798,"vehicle"
"HEV","Light truck",2015,"sales",21994,"vehicle"
"ICEV-D","Light truck",2015,"sales",51820,"vehicle"
"ICEV-G","Light truck",2015,"sales",6798411,"vehicle"
"PHEV20","Light truck",2015,"sales",10919,"vehicle"
"PHEV40","Light truck",2015,"sales",8676,"vehicle"
"BEV100","Car",2016,"sales",32592,"vehicle"
"BEV300","Car",2016,"sales",20959,"vehicle"
"CNG","Car",2016,"sales",37367,"vehicle"
"FCV","Car",2016,"sales",1751,"vehicle"
"FFV","Car",2016,"sales",429064,"vehicle"
"HEV","Car",2016,"sales",276995,"vehicle"
"ICEV-D","Car",2016,"sales",10355,"vehicle"
"ICEV-G","Car",2016,"sales",8115033,"vehicle"
"PHEV20","Car",2016,"sales",34012,"vehicle"
"PHEV40","Car",2016,"sales",26582,"vehicle"
"BEV100","Light truck",2016,"sales",5712,"vehicle"
"BEV300","Light truck",2016,"sales",4915,"vehicle"
"CNG","Light truck",2016,"sales",64051,"vehicle"
"FCV","Light truck",2016,"sales",1751,"vehicle"
"FFV","Light truck",2016,"sales",929603,"vehicle"
"HEV","Light truck",2016,"sales",57829,"vehicle"
"ICEV-D","Light truck",2016,"sales",25555,"vehicle"
"ICEV-G","Light truck",2016,"sales",6145804,"vehicle"
"PHEV20","Light truck",2016,"sales",17880,"vehicle"
"PHEV40","Light truck",2016,"sales",6791,"vehicle"
"BEV100","Car",2007,"stock",24932,"vehicle"
"CNG","Car",2007,"stock",42978,"vehicle"
"FCV","Car",2007,"stock",0,"vehicle"
"FFV","Car",2007,"stock",934055,"vehicle"
"HEV","Car",2007,"stock",678000,"vehicle"
"ICEV-D","Car",2007,"stock",477755,"vehicle"
"ICEV-G","Car",2007,"stock",124535596,"vehicle"
"PHEV20","Car",2007,"stock",0,"vehicle"
"PHEV40","Car",2007,"stock",0,"vehicle"
"BEV100","Light truck",2007,"stock",1896,"vehicle"
"CNG","Light truck",2007,"stock",192992,"vehicle"
"FCV","Light truck",2007,"stock",0,"vehicle"
"FFV","Light truck",2007,"stock",6158402,"vehicle"
"HEV","Light truck",2007,"stock",200576,"vehicle"
"ICEV-D","Light truck",2007,"stock",3486779,"vehicle"
"ICEV-G","Light truck",2007,"stock",106835068,"vehicle"
"PHEV20","Light truck",2007,"stock",0,"vehicle"
"PHEV40","Light truck",2007,"stock",0,"vehicle"
"BEV100","Car",2008,"stock",23832,"vehicle"
"CNG","Car",2008,"stock",43263,"vehicle"
"FCV","Car",2008,"stock",0,"vehicle"
"FFV","Car",2008,"stock",1303499,"vehicle"
"HEV","Car",2008,"stock",910566,"vehicle"
"ICEV-D","Car",2008,"stock",451827,"vehicle"
"ICEV-G","Car",2008,"stock",122952558,"vehicle"
"PHEV20","Car",2008,"stock",0,"vehicle"
"PHEV40","Car",2008,"stock",0,"vehicle"
"BEV100","Light truck",2008,"stock",1730,"vehicle"
"CNG","Light truck",2008,"stock",184153,"vehicle"
"FCV","Light truck",2008,"stock",0,"vehicle"
"FFV","Light truck",2008,"stock",7045941,"vehicle"
"HEV","Light truck",2008,"stock",278469,"vehicle"
"ICEV-D","Light truck",2008,"stock",3324966,"vehicle"
"ICEV-G","Light truck",2008,"stock",107975268,"vehicle"
"PHEV20","Light truck",2008,"stock",0,"vehicle"
"PHEV40","Light truck",2008,"stock",0,"vehicle"
"BEV100","Car",2009,"stock",8524,"vehicle"
"BEV300","Car",2009,"stock",0,"vehicle"
"CNG","Car",2009,"stock",126580,"vehicle"
"FCV","Car",2009,"stock",0,"vehicle"
"FFV","Car",2009,"stock",1608330,"vehicle"
"HEV","Car",2009,"stock",1240361,"vehicle"
"ICEV-D","Car",2009,"stock",577574,"vehicle"
"ICEV-G","Car",2009,"stock",120257184,"vehicle"
"PHEV20","Car",2009,"stock",0,"vehicle"
"PHEV40","Car",2009,"stock",0,"vehicle"
"BEV100","Light truck",2009,"stock",13854,"vehicle"
"BEV300","Light truck",2009,"stock",0,"vehicle"
"CNG","Light truck",2009,"stock",792359,"vehicle"
"FCV","Light truck",2009,"stock",0,"vehicle"
"FFV","Light truck",2009,"stock",7505269,"vehicle"
"HEV","Light truck",2009,"stock",390190,"vehicle"
"ICEV-D","Light truck",2009,"stock",86135,"vehicle"
"ICEV-G","Light truck",2009,"stock",107288891,"vehicle"
"PHEV20","Light truck",2009,"stock",0,"vehicle"
"PHEV40","Light truck",2009,"stock",0,"vehicle"
"BEV100","Car",2010,"stock",8961,"vehicle"
"BEV300","Car",2010,"stock",0,"vehicle"
"CNG","Car",2010,"stock",128451,"vehicle"
"FCV","Car",2010,"stock",0,"vehicle"
"FFV","Car",2010,"stock",1752771,"vehicle"
"HEV","Car",2010,"stock",1436101,"vehicle"
"ICEV-D","Car",2010,"stock",658706,"vehicle"
"ICEV-G","Car",2010,"stock",117830269,"vehicle"
"PHEV20","Car",2010,"stock",0,"vehicle"
"PHEV40","Car",2010,"stock",0,"vehicle"
"BEV100","Light truck",2010,"stock",14642,"vehicle"
"BEV300","Light truck",2010,"stock",0,"vehicle"
"CNG","Light truck",2010,"stock",789309,"vehicle"
"FCV","Light truck",2010,"stock",0,"vehicle"
"FFV","Light truck",2010,"stock",8169892,"vehicle"
"HEV","Light truck",2010,"stock",437809,"vehicle"
"ICEV-D","Light truck",2010,"stock",105557,"vehicle"
"ICEV-G","Light truck",2010,"stock",106322848,"vehicle"
"PHEV20","Light truck",2010,"stock",0,"vehicle"
"PHEV40","Light truck",2010,"stock",0,"vehicle"
"BEV100","Car",2011,"stock",18126,"vehicle"
"BEV300","Car",2011,"stock",0,"vehicle"
"CNG","Car",2011,"stock",134056,"vehicle"
"FCV","Car",2011,"stock",0,"vehicle"
"FFV","Car",2011,"stock",2119920,"vehicle"
"HEV","Car",2011,"stock",1623299,"vehicle"
"ICEV-D","Car",2011,"stock",711820,"vehicle"
"ICEV-G","Car",2011,"stock",116483263,"vehicle"
"PHEV20","Car",2011,"stock",0,"vehicle"
"PHEV40","Car",2011,"stock",7740,"vehicle"
"BEV100","Light truck",2011,"stock",14794,"vehicle"
"BEV300","Light truck",2011,"stock",0,"vehicle"
"CNG","Light truck",2011,"stock",794824,"vehicle"
"FCV","Light truck",2011,"stock",0,"vehicle"
"FFV","Light truck",2011,"stock",9364066,"vehicle"
"HEV","Light truck",2011,"stock",462806,"vehicle"
"ICEV-D","Light truck",2011,"stock",145905,"vehicle"
"ICEV-G","Light truck",2011,"stock",105224882,"vehicle"
"PHEV20","Light truck",2011,"stock",0,"vehicle"
"PHEV40","Light truck",2011,"stock",0,"vehicle"
"BEV100","Car",2012,"stock",35777,"vehicle"
"BEV300","Car",2012,"stock",0,"vehicle"
"CNG","Car",2012,"stock",139635,"vehicle"
"FCV","Car",2012,"stock",0,"vehicle"
"FFV","Car",2012,"stock",2236107,"vehicle"
"HEV","Car",2012,"stock",1956377,"vehicle"
"ICEV-D","Car",2012,"stock",889807,"vehicle"
"ICEV-G","Car",2012,"stock",115231745,"vehicle"
"PHEV20","Car",2012,"stock",16717,"vehicle"
"PHEV40","Car",2012,"stock",36304,"vehicle"
"BEV100","Light truck",2012,"stock",15488,"vehicle"
"BEV300","Light truck",2012,"stock",0,"vehicle"
"CNG","Light truck",2012,"stock",800177,"vehicle"
"FCV","Light truck",2012,"stock",0,"vehicle"
"FFV","Light truck",2012,"stock",9980577,"vehicle"
"HEV","Light truck",2012,"stock",483438,"vehicle"
"ICEV-D","Light truck",2012,"stock",192942,"vehicle"
"ICEV-G","Light truck",2012,"stock",104991972,"vehicle"
"PHEV20","Light truck",2012,"stock",0,"vehicle"
"PHEV40","Light truck",2012,"stock",0,"vehicle"
"BEV100","Car",2013,"stock",55571,"vehicle"
"BEV300","Car",2013,"stock",16,"vehicle"
"CNG","Car",2013,"stock",148004,"vehicle"
"FCV","Car",2013,"stock",0,"vehicle"
"FFV","Car",2013,"stock",2505484,"vehicle"
"HEV","Car",2013,"stock",2285608,"vehicle"
"ICEV-D","Car",2013,"stock",1048372,"vehicle"
"ICEV-G","Car",2013,"stock",114227868,"vehicle"
"PHEV20","Car",2013,"stock",35036,"vehicle"
"PHEV40","Car",2013,"stock",67041,"vehicle"
"BEV100","Light truck",2013,"stock",16352,"vehicle"
"BEV300","Light truck",2013,"stock",0,"vehicle"
"CNG","Light truck",2013,"stock",817962,"vehicle"
"FCV","Light truck",2013,"stock",0,"vehicle"
"FFV","Light truck",2013,"stock",11310346,"vehicle"
"HEV","Light truck",2013,"stock",500367,"vehicle"
"ICEV-D","Light truck",2013,"stock",227766,"vehicle"
"ICEV-G","Light truck",2013,"stock",104712327,"vehicle"
"PHEV20","Light truck",2013,"stock",0,"vehicle"
"PHEV40","Light truck",2013,"stock",0,"vehicle"
"BEV100","Car",2014,"stock",106784,"vehicle"
"BEV300","Car",2014,"stock",45578,"vehicle"
"CNG","Car",2014,"stock",109032,"vehicle"
"FCV","Car",2014,"stock",123,"vehicle"
"FFV","Car",2014,"stock",3323921,"vehicle"
"HEV","Car",2014,"stock",2865110,"vehicle"
"ICEV-D","Car",2014,"stock",799793,"vehicle"
"ICEV-G","Car",2014,"stock",112976730,"vehicle"
"PHEV20","Car",2014,"stock",77828,"vehicle"
"PHEV40","Car",2014,"stock",68106,"vehicle"
"BEV100","Light truck",2014,"stock",4165,"vehicle"
"BEV300","Light truck",2014,"stock",0,"vehicle"
"CNG","Light truck",2014,"stock",151269,"vehicle"
"FCV","Light truck",2014,"stock",0,"vehicle"
"FFV","Light truck",2014,"stock",13607767,"vehicle"
"HEV","Light truck",2014,"stock",420261,"vehicle"
"ICEV-D","Light truck",2014,"stock",290173,"vehicle"
"ICEV-G","Light truck",2014,"stock",103111488,"vehicle"
"PHEV20","Light truck",2014,"stock",0,"vehicle"
"PHEV40","Light truck",2014,"stock",0,"vehicle"
"BEV100","Car",2015,"stock",187508,"vehicle"
"BEV300","Car",2015,"stock",90334,"vehicle"
"CNG","Car",2015,"stock",121040,"vehicle"
"FCV","Car",2015,"stock",1734,"vehicle"
"FFV","Car",2015,"stock",3518017,"vehicle"
"HEV","Car",2015,"stock",3168993,"vehicle"
"ICEV-D","Car",2015,"stock",929748,"vehicle"
"ICEV-G","Car",2015,"stock",112544098,"vehicle"
"PHEV20","Car",2015,"stock",124255,"vehicle"
"PHEV40","Car",2015,"stock",104797,"vehicle"
"BEV100","Light truck",2015,"stock",11164,"vehicle"
"BEV300","Light truck",2015,"stock",4839,"vehicle"
"CNG","Light truck",2015,"stock",192714,"vehicle"
"FCV","Light truck",2015,"stock",1613,"vehicle"
"FFV","Light truck",2015,"stock",14841883,"vehicle"
"HEV","Light truck",2015,"stock",426202,"vehicle"
"ICEV-D","Light truck",2015,"stock",330187,"vehicle"
"ICEV-G","Light truck",2015,"stock",103258759,"vehicle"
"PHEV20","Light truck",2015,"stock",10920,"vehicle"
"PHEV40","Light truck",2015,"stock",8677,"vehicle"
"BEV100","Car",2016,"stock",194216,"vehicle"
"BEV300","Car",2016,"stock",78121,"vehicle"
"CNG","Car",2016,"stock",107096,"vehicle"
"FCV","Car",2016,"stock",3104,"vehicle"
"FFV","Car",2016,"stock",4376109,"vehicle"
"HEV","Car",2016,"stock",3573920,"vehicle"
"ICEV-D","Car",2016,"stock",856466,"vehicle"
"ICEV-G","Car",2016,"stock",114517975,"vehicle"
"PHEV20","Car",2016,"stock",147764,"vehicle"
"PHEV40","Car",2016,"stock",127634,"vehicle"
"BEV100","Light truck",2016,"stock",12406,"vehicle"
"BEV300","Light truck",2016,"stock",9853,"vehicle"
"CNG","Light truck",2016,"stock",182727,"vehicle"
"FCV","Light truck",2016,"stock",2986,"vehicle"
"FFV","Light truck",2016,"stock",15415095,"vehicle"
"HEV","Light truck",2016,"stock",493445,"vehicle"
"ICEV-D","Light truck",2016,"stock",315879,"vehicle"
"ICEV-G","Light truck",2016,"stock",100404839,"vehicle"
"PHEV20","Light truck",2016,"stock",26617,"vehicle"
"PHEV40","Light truck",2016,"stock",13734,"vehicle"
