"Material","Scenario","rec_scen","Case","Year","value","Type"
"HSS/AHSS","Steel Intensive","CL100","Closed loop",2027,0.605169657041635,"Primary material production"
"Other steels","Steel Intensive","CL100","Closed loop",2027,0.378626133646891,"Primary material production"
"Wrought Aluminum","Steel Intensive","CL100","Closed loop",2027,0.553159843197362,"Primary material production"
"Cast Aluminum","Steel Intensive","CL100","Closed loop",2027,0.0478662833390111,"Primary material production"
"HSS/AHSS","Aluminum Maximum","CL100","Closed loop",2027,0.365042808704782,"Primary material production"
"Other steels","Aluminum Maximum","CL100","Closed loop",2027,0.303917016994988,"Primary material production"
"Wrought Aluminum","Aluminum Maximum","CL100","Closed loop",2027,0.724546840112248,"Primary material production"
"Cast Aluminum","Aluminum Maximum","CL100","Closed loop",2027,0.132901633946235,"Primary material production"
"HSS/AHSS","No Lightweighting","CL100","Closed loop",2027,0.553580303566353,"Primary material production"
"Other steels","No Lightweighting","CL100","Closed loop",2027,0.494036226670396,"Primary material production"
"Wrought Aluminum","No Lightweighting","CL100","Closed loop",2027,0.5626595690609,"Primary material production"
"Cast Aluminum","No Lightweighting","CL100","Closed loop",2027,0.0614056242247389,"Primary material production"
"HSS/AHSS","Steel Intensive","BAU","Business-as-usual",2028,0.73,"Primary material production"
"Other steels","Steel Intensive","BAU","Business-as-usual",2028,0.73,"Primary material production"
"Wrought Aluminum","Steel Intensive","BAU","Business-as-usual",2028,0.78,"Primary material production"
"Cast Aluminum","Steel Intensive","BAU","Business-as-usual",2028,0,"Primary material production"
"HSS/AHSS","Aluminum Maximum","BAU","Business-as-usual",2028,0.73,"Primary material production"
"Other steels","Aluminum Maximum","BAU","Business-as-usual",2028,0.73,"Primary material production"
"Wrought Aluminum","Aluminum Maximum","BAU","Business-as-usual",2028,0.78,"Primary material production"
"Cast Aluminum","Aluminum Maximum","BAU","Business-as-usual",2028,0.0606536104211877,"Primary material production"
"HSS/AHSS","No Lightweighting","BAU","Business-as-usual",2028,0.73,"Primary material production"
"Other steels","No Lightweighting","BAU","Business-as-usual",2028,0.73,"Primary material production"
"Wrought Aluminum","No Lightweighting","BAU","Business-as-usual",2028,0.78,"Primary material production"
"Cast Aluminum","No Lightweighting","BAU","Business-as-usual",2028,0.00604903113487375,"Primary material production"
"HSS/AHSS","Steel Intensive","CL100","Closed loop",2028,0.593530877598452,"Primary material production"
"Other steels","Steel Intensive","CL100","Closed loop",2028,0.340282060462516,"Primary material production"
"Wrought Aluminum","Steel Intensive","CL100","Closed loop",2028,0.532513638050441,"Primary material production"
"Cast Aluminum","Steel Intensive","CL100","Closed loop",2028,0.0458267337706314,"Primary material production"
"HSS/AHSS","Aluminum Maximum","CL100","Closed loop",2028,0.292609940544791,"Primary material production"
"Other steels","Aluminum Maximum","CL100","Closed loop",2028,0.245559670599306,"Primary material production"
"Wrought Aluminum","Aluminum Maximum","CL100","Closed loop",2028,0.717398283158671,"Primary material production"
"Cast Aluminum","Aluminum Maximum","CL100","Closed loop",2028,0.128715701863429,"Primary material production"
"HSS/AHSS","No Lightweighting","CL100","Closed loop",2028,0.534820013034964,"Primary material production"
"Other steels","No Lightweighting","CL100","Closed loop",2028,0.477506284449733,"Primary material production"
"Wrought Aluminum","No Lightweighting","CL100","Closed loop",2028,0.543508272511714,"Primary material production"
"Cast Aluminum","No Lightweighting","CL100","Closed loop",2028,0.0602234057479073,"Primary material production"
"HSS/AHSS","Steel Intensive","BAU","Business-as-usual",2029,0.73,"Primary material production"
"Other steels","Steel Intensive","BAU","Business-as-usual",2029,0.73,"Primary material production"
"Wrought Aluminum","Steel Intensive","BAU","Business-as-usual",2029,0.78,"Primary material production"
"Cast Aluminum","Steel Intensive","BAU","Business-as-usual",2029,0,"Primary material production"
"HSS/AHSS","Aluminum Maximum","BAU","Business-as-usual",2029,0.73,"Primary material production"
"Other steels","Aluminum Maximum","BAU","Business-as-usual",2029,0.73,"Primary material production"
"Wrought Aluminum","Aluminum Maximum","BAU","Business-as-usual",2029,0.78,"Primary material production"
"Cast Aluminum","Aluminum Maximum","BAU","Business-as-usual",2029,0.0444603298936785,"Primary material production"
"HSS/AHSS","No Lightweighting","BAU","Business-as-usual",2029,0.73,"Primary material production"
"Other steels","No Lightweighting","BAU","Business-as-usual",2029,0.73,"Primary material production"
"Wrought Aluminum","No Lightweighting","BAU","Business-as-usual",2029,0.78,"Primary material production"
"Cast Aluminum","No Lightweighting","BAU","Business-as-usual",2029,0,"Primary material production"
"HSS/AHSS","Steel Intensive","CL100","Closed loop",2029,0.581397192168118,"Primary material production"
"Other steels","Steel Intensive","CL100","Closed loop",2029,0.297618357783789,"Primary material production"
"Wrought Aluminum","Steel Intensive","CL100","Closed loop",2029,0.510384229483442,"Primary material production"
"Cast Aluminum","Steel Intensive","CL100","Closed loop",2029,0.0420387504551666,"Primary material production"
"HSS/AHSS","Aluminum Maximum","CL100","Closed loop",2029,0.203753551680671,"Primary material production"
"Other steels","Aluminum Maximum","CL100","Closed loop",2029,0.177076593760499,"Primary material production"
"Wrought Aluminum","Aluminum Maximum","CL100","Closed loop",2029,0.709500720874552,"Primary material production"
"Cast Aluminum","Aluminum Maximum","CL100","Closed loop",2029,0.12377209496115,"Primary material production"
"HSS/AHSS","No Lightweighting","CL100","Closed loop",2029,0.515110063772007,"Primary material production"
"Other steels","No Lightweighting","CL100","Closed loop",2029,0.460201020902355,"Primary material production"
"Wrought Aluminum","No Lightweighting","CL100","Closed loop",2029,0.523047756728545,"Primary material production"
"Cast Aluminum","No Lightweighting","CL100","Closed loop",2029,0.0573648935451216,"Primary material production"
"HSS/AHSS","Steel Intensive","BAU","Business-as-usual",2030,0.73,"Primary material production"
"Other steels","Steel Intensive","BAU","Business-as-usual",2030,0.73,"Primary material production"
"Wrought Aluminum","Steel Intensive","BAU","Business-as-usual",2030,0.78,"Primary material production"
"Cast Aluminum","Steel Intensive","BAU","Business-as-usual",2030,0,"Primary material production"
"HSS/AHSS","Aluminum Maximum","BAU","Business-as-usual",2030,0.73,"Primary material production"
"Other steels","Aluminum Maximum","BAU","Business-as-usual",2030,0.73,"Primary material production"
"Wrought Aluminum","Aluminum Maximum","BAU","Business-as-usual",2030,0.78,"Primary material production"
"Cast Aluminum","Aluminum Maximum","BAU","Business-as-usual",2030,0.0264832315300145,"Primary material production"
"HSS/AHSS","No Lightweighting","BAU","Business-as-usual",2030,0.73,"Primary material production"
"Other steels","No Lightweighting","BAU","Business-as-usual",2030,0.73,"Primary material production"
"Wrought Aluminum","No Lightweighting","BAU","Business-as-usual",2030,0.78,"Primary material production"
"Cast Aluminum","No Lightweighting","BAU","Business-as-usual",2030,0,"Primary material production"
"HSS/AHSS","Steel Intensive","CL100","Closed loop",2030,0.56881946390238,"Primary material production"
"Other steels","Steel Intensive","CL100","Closed loop",2030,0.251619375730142,"Primary material production"
"Wrought Aluminum","Steel Intensive","CL100","Closed loop",2030,0.487695882967105,"Primary material production"
"Cast Aluminum","Steel Intensive","CL100","Closed loop",2030,0.0379335583882194,"Primary material production"
"HSS/AHSS","Aluminum Maximum","CL100","Closed loop",2030,0.0952294904053066,"Primary material production"
"Other steels","Aluminum Maximum","CL100","Closed loop",2030,0.0975107900935328,"Primary material production"
"Wrought Aluminum","Aluminum Maximum","CL100","Closed loop",2030,0.700380440845325,"Primary material production"
"Cast Aluminum","Aluminum Maximum","CL100","Closed loop",2030,0.118659158552799,"Primary material production"
"HSS/AHSS","No Lightweighting","CL100","Closed loop",2030,0.494858947271093,"Primary material production"
"Other steels","No Lightweighting","CL100","Closed loop",2030,0.442948947019928,"Primary material production"
"Wrought Aluminum","No Lightweighting","CL100","Closed loop",2030,0.502146865310897,"Primary material production"
"Cast Aluminum","No Lightweighting","CL100","Closed loop",2030,0.0541898327971909,"Primary material production"
"HSS/AHSS","Steel Intensive","BAU","Business-as-usual",2031,0.73,"Primary material production"
"Other steels","Steel Intensive","BAU","Business-as-usual",2031,0.73,"Primary material production"
"Wrought Aluminum","Steel Intensive","BAU","Business-as-usual",2031,0.78,"Primary material production"
"Cast Aluminum","Steel Intensive","BAU","Business-as-usual",2031,0,"Primary material production"
"HSS/AHSS","Aluminum Maximum","BAU","Business-as-usual",2031,0.73,"Primary material production"
"Other steels","Aluminum Maximum","BAU","Business-as-usual",2031,0.73,"Primary material production"
"Wrought Aluminum","Aluminum Maximum","BAU","Business-as-usual",2031,0.78,"Primary material production"
"Cast Aluminum","Aluminum Maximum","BAU","Business-as-usual",2031,0,"Primary material production"
"HSS/AHSS","No Lightweighting","BAU","Business-as-usual",2031,0.73,"Primary material production"
"Other steels","No Lightweighting","BAU","Business-as-usual",2031,0.73,"Primary material production"
"Wrought Aluminum","No Lightweighting","BAU","Business-as-usual",2031,0.78,"Primary material production"
"Cast Aluminum","No Lightweighting","BAU","Business-as-usual",2031,0,"Primary material production"
"HSS/AHSS","Steel Intensive","CL100","Closed loop",2031,0.552413732089687,"Primary material production"
"Other steels","Steel Intensive","CL100","Closed loop",2031,0.229859195327283,"Primary material production"
"Wrought Aluminum","Steel Intensive","CL100","Closed loop",2031,0.467099888046183,"Primary material production"
"Cast Aluminum","Steel Intensive","CL100","Closed loop",2031,0.0372659479750356,"Primary material production"
"HSS/AHSS","Aluminum Maximum","CL100","Closed loop",2031,0.0593408618576611,"Primary material production"
"Other steels","Aluminum Maximum","CL100","Closed loop",2031,0.0723436141586711,"Primary material production"
"Wrought Aluminum","Aluminum Maximum","CL100","Closed loop",2031,0.686838173200207,"Primary material production"
"Cast Aluminum","Aluminum Maximum","CL100","Closed loop",2031,0.106742341949026,"Primary material production"
"HSS/AHSS","No Lightweighting","CL100","Closed loop",2031,0.475268996490147,"Primary material production"
"Other steels","No Lightweighting","CL100","Closed loop",2031,0.425772130770809,"Primary material production"
"Wrought Aluminum","No Lightweighting","CL100","Closed loop",2031,0.48199925252329,"Primary material production"
"Cast Aluminum","No Lightweighting","CL100","Closed loop",2031,0.0529118401179797,"Primary material production"
"HSS/AHSS","Steel Intensive","BAU","Business-as-usual",2032,0.73,"Primary material production"
"Other steels","Steel Intensive","BAU","Business-as-usual",2032,0.73,"Primary material production"
"Wrought Aluminum","Steel Intensive","BAU","Business-as-usual",2032,0.78,"Primary material production"
"Cast Aluminum","Steel Intensive","BAU","Business-as-usual",2032,0,"Primary material production"
"HSS/AHSS","Aluminum Maximum","BAU","Business-as-usual",2032,0.73,"Primary material production"
"Other steels","Aluminum Maximum","BAU","Business-as-usual",2032,0.73,"Primary material production"
"Wrought Aluminum","Aluminum Maximum","BAU","Business-as-usual",2032,0.78,"Primary material production"
"Cast Aluminum","Aluminum Maximum","BAU","Business-as-usual",2032,0,"Primary material production"
"HSS/AHSS","No Lightweighting","BAU","Business-as-usual",2032,0.73,"Primary material production"
"Other steels","No Lightweighting","BAU","Business-as-usual",2032,0.73,"Primary material production"
"Wrought Aluminum","No Lightweighting","BAU","Business-as-usual",2032,0.78,"Primary material production"
"Cast Aluminum","No Lightweighting","BAU","Business-as-usual",2032,0,"Primary material production"
"HSS/AHSS","Steel Intensive","CL100","Closed loop",2032,0.532337527215565,"Primary material production"
"Other steels","Steel Intensive","CL100","Closed loop",2032,0.203966611838699,"Primary material production"
"Wrought Aluminum","Steel Intensive","CL100","Closed loop",2032,0.44236647674293,"Primary material production"
"Cast Aluminum","Steel Intensive","CL100","Closed loop",2032,0.0309872792231145,"Primary material production"
"HSS/AHSS","Aluminum Maximum","CL100","Closed loop",2032,0.0189008384229525,"Primary material production"
"Other steels","Aluminum Maximum","CL100","Closed loop",2032,0.0428077350011986,"Primary material production"
