"Year","Region","value","Unit"
2039,"CA-QC",7.27010492809347,"kg CO2eq / kg prim alu"
2039,"CN",22.4724484501221,"kg CO2eq / kg prim alu"
2039,"IAI Area 1",13.5744037362334,"kg CO2eq / kg prim alu"
2039,"IAI Area 2, without Quebec",18.5793556480514,"kg CO2eq / kg prim alu"
2039,"IAI Area 3",11.803738128101,"kg CO2eq / kg prim alu"
2039,"IAI Area 4&5 without China",27.273659506751,"kg CO2eq / kg prim alu"
2039,"IAI Area 8",18.0117767578593,"kg CO2eq / kg prim alu"
2039,"UN-EUROPE",8.3640833203726,"kg CO2eq / kg prim alu"
2039,"UN-OCEANIA",19.5265608930938,"kg CO2eq / kg prim alu"
2040,"CA-QC",7.2695891814242,"kg CO2eq / kg prim alu"
2040,"CN",22.3921627926606,"kg CO2eq / kg prim alu"
2040,"IAI Area 1",13.5501755605495,"kg CO2eq / kg prim alu"
2040,"IAI Area 2, without Quebec",18.5328412636043,"kg CO2eq / kg prim alu"
2040,"IAI Area 3",11.789791875698,"kg CO2eq / kg prim alu"
2040,"IAI Area 4&5 without China",27.2436963720003,"kg CO2eq / kg prim alu"
2040,"IAI Area 8",17.9772348828584,"kg CO2eq / kg prim alu"
2040,"UN-EUROPE",8.36042336355164,"kg CO2eq / kg prim alu"
2040,"UN-OCEANIA",19.4812997698795,"kg CO2eq / kg prim alu"
2041,"CA-QC",7.26907541361275,"kg CO2eq / kg prim alu"
2041,"CN",22.3122785634865,"kg CO2eq / kg prim alu"
2041,"IAI Area 1",13.5260287129705,"kg CO2eq / kg prim alu"
2041,"IAI Area 2, without Quebec",18.4865053492448,"kg CO2eq / kg prim alu"
2041,"IAI Area 3",11.7758823046171,"kg CO2eq / kg prim alu"
2041,"IAI Area 4&5 without China",27.2137763147154,"kg CO2eq / kg prim alu"
2041,"IAI Area 8",17.9427955881773,"kg CO2eq / kg prim alu"
2041,"UN-EUROPE",8.35677060224413,"kg CO2eq / kg prim alu"
2041,"UN-OCEANIA",19.4361945751232,"kg CO2eq / kg prim alu"
2042,"CA-QC",7.26856361706648,"kg CO2eq / kg prim alu"
2042,"CN",22.2327937554581,"kg CO2eq / kg prim alu"
