"Scenario","Size","Technology","Subcomponent","bat_impro","fc_impro","frv_impro","Case","Year","value"
"BAU","Car","FFV","Wheels","n","n","n","No improvements",2035,2.0205044710091
"BAU","Car","HEV","Wheels","n","n","n","No improvements",2035,2.04657956278
"BAU","Car","ICEV-G","Wheels","n","n","n","No improvements",2035,2.02042014452642
"BAU","Car","PHEV40","Wheels","n","n","n","No improvements",2035,2.04119175469127
"BAU","Car","BEV300","Body","n","n","n","No improvements",2036,12.7574736403534
"BAU","Car","FFV","Body","n","n","n","No improvements",2036,13.3342038870854
"BAU","Car","HEV","Body","n","n","n","No improvements",2036,13.5061551954777
"BAU","Car","ICEV-G","Body","n","n","n","No improvements",2036,13.3336460912141
"BAU","Car","PHEV40","Body","n","n","n","No improvements",2036,13.4709451821718
"BAU","Car","BEV300","Chassis","n","n","n","No improvements",2036,16.3527616662711
"BAU","Car","FFV","Chassis","n","n","n","No improvements",2036,17.0920249825366
"BAU","Car","HEV","Chassis","n","n","n","No improvements",2036,17.3124352960215
"BAU","Car","ICEV-G","Chassis","n","n","n","No improvements",2036,17.0913099896474
"BAU","Car","PHEV40","Chassis","n","n","n","No improvements",2036,17.2673024607836
"BAU","Car","BEV300","Electronic Controller","n","n","n","No improvements",2036,2.36564832603757
"BAU","Car","HEV","Electronic Controller","n","n","n","No improvements",2036,0.674373606612114
"BAU","Car","PHEV40","Electronic Controller","n","n","n","No improvements",2036,0.773634319830528
"BAU","Car","FFV","Engine","n","n","n","No improvements",2036,7.74060539363018
"BAU","Car","HEV","Engine","n","n","n","No improvements",2036,5.83636016589318
"BAU","Car","ICEV-G","Engine","n","n","n","No improvements",2036,7.73813366513969
"BAU","Car","PHEV40","Engine","n","n","n","No improvements",2036,6.01531113223331
"BAU","Car","HEV","EV Battery","n","n","n","No improvements",2036,2.02808956800242
"BAU","Car","BEV300","Exterior","n","n","n","No improvements",2036,0.92781626475297
"BAU","Car","FFV","Exterior","n","n","n","No improvements",2036,0.969760282697138
"BAU","Car","HEV","Exterior","n","n","n","No improvements",2036,0.982265832398376
"BAU","Car","ICEV-G","Exterior","n","n","n","No improvements",2036,0.969719715724679
"BAU","Car","PHEV40","Exterior","n","n","n","No improvements",2036,0.979705104157958
"BAU","Car","FFV","Fuel storage system","n","n","n","No improvements",2036,2.07337644472235
"BAU","Car","ICEV-G","Fuel storage system","n","n","n","No improvements",2036,2.07271437459099
"BAU","Car","HEV","Generator","n","n","n","No improvements",2036,1.3590174818947
"BAU","Car","PHEV40","Generator","n","n","n","No improvements",2036,2.0952838565394
"BAU","Car","BEV300","Interior","n","n","n","No improvements",2036,67.1875865956941
"BAU","Car","FFV","Interior","n","n","n","No improvements",2036,67.2819606360684
"BAU","Car","HEV","Interior","n","n","n","No improvements",2036,67.3100981228962
"BAU","Car","ICEV-G","Interior","n","n","n","No improvements",2036,67.2818693603804
"BAU","Car","PHEV40","Interior","n","n","n","No improvements",2036,67.3043364843552
"BAU","Car","BEV300","Tires","n","n","n","No improvements",2036,2.02959807914712
"BAU","Car","FFV","Tires","n","n","n","No improvements",2036,2.12135061839995
"BAU","Car","HEV","Tires","n","n","n","No improvements",2036,2.14870650837145
"BAU","Car","ICEV-G","Tires","n","n","n","No improvements",2036,2.12126187814773
"BAU","Car","PHEV40","Tires","n","n","n","No improvements",2036,2.14310491534547
"BAU","Car","BEV300","Traction Motor","n","n","n","No improvements",2036,4.20815812612906
"BAU","Car","HEV","Traction Motor","n","n","n","No improvements",2036,0.882194730372881
"BAU","Car","PHEV40","Traction Motor","n","n","n","No improvements",2036,1.69798998759617
"BAU","Car","BEV300","Transmission","n","n","n","No improvements",2036,8.11839231658843
"BAU","Car","FFV","Transmission","n","n","n","No improvements",2036,8.48540247359981
"BAU","Car","HEV","Transmission","n","n","n","No improvements",2036,8.59482603348586
"BAU","Car","ICEV-G","Transmission","n","n","n","No improvements",2036,8.48504751259088
"BAU","Car","PHEV40","Transmission","n","n","n","No improvements",2036,8.57241966138203
"BAU","Car","BEV300","Wheels","n","n","n","No improvements",2036,2.02959807914713
"BAU","Car","FFV","Wheels","n","n","n","No improvements",2036,2.12135061839995
"BAU","Car","HEV","Wheels","n","n","n","No improvements",2036,2.14870650837146
"BAU","Car","ICEV-G","Wheels","n","n","n","No improvements",2036,2.12126187814773
"BAU","Car","PHEV40","Wheels","n","n","n","No improvements",2036,2.14310491534547
"BAU","Car","BEV300","Body","n","n","n","No improvements",2037,13.364506329017
"BAU","Car","FFV","Body","n","n","n","No improvements",2037,13.9679910854913
"BAU","Car","HEV","Body","n","n","n","No improvements",2037,14.1479799552378
"BAU","Car","ICEV-G","Body","n","n","n","No improvements",2037,13.967405437348
"BAU","Car","PHEV40","Body","n","n","n","No improvements",2037,14.1114574212399
"BAU","Car","BEV300","Chassis","n","n","n","No improvements",2037,17.1308672035582
"BAU","Car","FFV","Chassis","n","n","n","No improvements",2037,17.9044249368569
"BAU","Car","HEV","Chassis","n","n","n","No improvements",2037,18.135137942623
"BAU","Car","ICEV-G","Chassis","n","n","n","No improvements",2037,17.9036742424192
"BAU","Car","PHEV40","Chassis","n","n","n","No improvements",2037,18.0883226944982
"BAU","Car","BEV300","Electronic Controller","n","n","n","No improvements",2037,2.47735599388506
"BAU","Car","HEV","Electronic Controller","n","n","n","No improvements",2037,0.706032961414849
"BAU","Car","PHEV40","Electronic Controller","n","n","n","No improvements",2037,0.810079199256506
"BAU","Car","FFV","Engine","n","n","n","No improvements",2037,8.1039994221106
"BAU","Car","HEV","Engine","n","n","n","No improvements",2037,6.11035576037796
"BAU","Car","ICEV-G","Engine","n","n","n","No improvements",2037,8.10140427346295
"BAU","Car","PHEV40","Engine","n","n","n","No improvements",2037,6.29868440472725
"BAU","Car","HEV","EV Battery","n","n","n","No improvements",2037,2.12310616315249
"BAU","Car","BEV300","Exterior","n","n","n","No improvements",2037,0.971964096655789
"BAU","Car","FFV","Exterior","n","n","n","No improvements",2037,1.01585389712666
"BAU","Car","HEV","Exterior","n","n","n","No improvements",2037,1.02894399674457
"BAU","Car","ICEV-G","Exterior","n","n","n","No improvements",2037,1.01581130453442
"BAU","Car","PHEV40","Exterior","n","n","n","No improvements",2037,1.02628781245384
"BAU","Car","FFV","Fuel storage system","n","n","n","No improvements",2037,2.17071413092245
"BAU","Car","ICEV-G","Fuel storage system","n","n","n","No improvements",2037,2.17001900182044
"BAU","Car","HEV","Generator","n","n","n","No improvements",2037,1.42281834275366
"BAU","Car","PHEV40","Generator","n","n","n","No improvements",2037,2.19398988024775
"BAU","Car","BEV300","Interior","n","n","n","No improvements",2037,70.3869192174755
"BAU","Car","FFV","Interior","n","n","n","No improvements",2037,70.4856712685348
"BAU","Car","HEV","Interior","n","n","n","No improvements",2037,70.5151239926751
"BAU","Car","ICEV-G","Interior","n","n","n","No improvements",2037,70.4855754352023
"BAU","Car","PHEV40","Interior","n","n","n","No improvements",2037,70.5091475780209
"BAU","Car","BEV300","Tires","n","n","n","No improvements",2037,2.12617146143453
"BAU","Car","FFV","Tires","n","n","n","No improvements",2037,2.22218039996453
"BAU","Car","HEV","Tires","n","n","n","No improvements",2037,2.25081499287874
"BAU","Car","ICEV-G","Tires","n","n","n","No improvements",2037,2.22208722866905
"BAU","Car","PHEV40","Tires","n","n","n","No improvements",2037,2.24500458974268
"BAU","Car","BEV300","Traction Motor","n","n","n","No improvements",2037,4.40687047277387
"BAU","Car","HEV","Traction Motor","n","n","n","No improvements",2037,0.923610520819196
"BAU","Car","PHEV40","Traction Motor","n","n","n","No improvements",2037,1.77798002782347
"BAU","Car","BEV300","Transmission","n","n","n","No improvements",2037,8.50468584573807
"BAU","Car","FFV","Transmission","n","n","n","No improvements",2037,8.88872159985812
"BAU","Car","HEV","Transmission","n","n","n","No improvements",2037,9.00325997151498
"BAU","Car","ICEV-G","Transmission","n","n","n","No improvements",2037,8.88834891467616
"BAU","Car","PHEV40","Transmission","n","n","n","No improvements",2037,8.98001835897085
"BAU","Car","BEV300","Wheels","n","n","n","No improvements",2037,2.12617146143454
"BAU","Car","FFV","Wheels","n","n","n","No improvements",2037,2.22218039996453
"BAU","Car","HEV","Wheels","n","n","n","No improvements",2037,2.25081499287875
"BAU","Car","ICEV-G","Wheels","n","n","n","No improvements",2037,2.22208722866905
"BAU","Car","PHEV40","Wheels","n","n","n","No improvements",2037,2.24500458974267
"BAU","Car","BEV300","Body","n","n","n","No improvements",2038,13.9714978276425
"BAU","Car","FFV","Body","n","n","n","No improvements",2038,14.6016759728233
"BAU","Car","HEV","Body","n","n","n","No improvements",2038,14.7896893075774
"BAU","Car","ICEV-G","Body","n","n","n","No improvements",2038,14.6010623650391
"BAU","Car","PHEV40","Body","n","n","n","No improvements",2038,14.7518852664998
"BAU","Car","BEV300","Chassis","n","n","n","No improvements",2038,17.9089199427053
"BAU","Car","FFV","Chassis","n","n","n","No improvements",2038,18.7166937469825
"BAU","Car","HEV","Chassis","n","n","n","No improvements",2038,18.9576926578947
"BAU","Car","ICEV-G","Chassis","n","n","n","No improvements",2038,18.7159072133686
"BAU","Car","PHEV40","Chassis","n","n","n","No improvements",2038,18.909234750695
"BAU","Car","BEV300","Electronic Controller","n","n","n","No improvements",2038,2.58898038546428
"BAU","Car","HEV","Electronic Controller","n","n","n","No improvements",2038,0.73765281340436
"BAU","Car","PHEV40","Electronic Controller","n","n","n","No improvements",2038,0.84648941574649
"BAU","Car","FFV","Engine","n","n","n","No improvements",2038,8.46694008546348
"BAU","Car","HEV","Engine","n","n","n","No improvements",2038,6.38400947812966
"BAU","Car","ICEV-G","Engine","n","n","n","No improvements",2038,8.46422104088055
"BAU","Car","PHEV40","Engine","n","n","n","No improvements",2038,6.58178815925976
"BAU","Car","HEV","EV Battery","n","n","n","No improvements",2038,2.21798704156651
"BAU","Car","BEV300","Exterior","n","n","n","No improvements",2038,1.01610893291945
"BAU","Car","FFV","Exterior","n","n","n","No improvements",2038,1.06194007075081
"BAU","Car","HEV","Exterior","n","n","n","No improvements",2038,1.0756137678238
"BAU","Car","ICEV-G","Exterior","n","n","n","No improvements",2038,1.06189544473013
"BAU","Car","PHEV40","Exterior","n","n","n","No improvements",2038,1.07286438301819
"BAU","Car","FFV","Fuel storage system","n","n","n","No improvements",2038,2.26793038003483
"BAU","Car","ICEV-G","Fuel storage system","n","n","n","No improvements",2038,2.26720206452158
"BAU","Car","HEV","Generator","n","n","n","No improvements",2038,1.4865395963842
"BAU","Car","PHEV40","Generator","n","n","n","No improvements",2038,2.29260202408501
"BAU","Car","BEV300","Interior","n","n","n","No improvements",2038,73.5862450990687
"BAU","Car","FFV","Interior","n","n","n","No improvements",2038,73.6893651591891
"BAU","Car","HEV","Interior","n","n","n","No improvements",2038,73.7201309776034
"BAU","Car","ICEV-G","Interior","n","n","n","No improvements",2038,73.6892647506427
"BAU","Car","PHEV40","Interior","n","n","n","No improvements",2038,73.7139448617908
"BAU","Car","BEV300","Tires","n","n","n","No improvements",2038,2.2227382907613
"BAU","Car","FFV","Tires","n","n","n","No improvements",2038,2.32299390476735
"BAU","Car","HEV","Tires","n","n","n","No improvements",2038,2.35290511711458
"BAU","Car","ICEV-G","Tires","n","n","n","No improvements",2038,2.32289628534716
"BAU","Car","PHEV40","Tires","n","n","n","No improvements",2038,2.3468908378522
"BAU","Car","BEV300","Traction Motor","n","n","n","No improvements",2038,4.6054346825629
"BAU","Car","HEV","Traction Motor","n","n","n","No improvements",2038,0.964974634904941
"BAU","Car","PHEV40","Traction Motor","n","n","n","No improvements",2038,1.85789398906001
"BAU","Car","BEV300","Transmission","n","n","n","No improvements",2038,8.89095316304514
"BAU","Car","FFV","Transmission","n","n","n","No improvements",2038,9.2919756190694
"BAU","Car","HEV","Transmission","n","n","n","No improvements",2038,9.41162046845837
"BAU","Car","ICEV-G","Transmission","n","n","n","No improvements",2038,9.29158514138862
"BAU","Car","PHEV40","Transmission","n","n","n","No improvements",2038,9.38756335140897
"BAU","Car","BEV300","Wheels","n","n","n","No improvements",2038,2.22273829076131
"BAU","Car","FFV","Wheels","n","n","n","No improvements",2038,2.32299390476735
"BAU","Car","HEV","Wheels","n","n","n","No improvements",2038,2.35290511711459
"BAU","Car","ICEV-G","Wheels","n","n","n","No improvements",2038,2.32289628534717
"BAU","Car","PHEV40","Wheels","n","n","n","No improvements",2038,2.3468908378522
"BAU","Car","BEV300","Body","n","n","n","No improvements",2039,14.5784482844965
"BAU","Car","FFV","Body","n","n","n","No improvements",2039,15.2352591038877
"BAU","Car","HEV","Body","n","n","n","No improvements",2039,15.4312838804621
"BAU","Car","ICEV-G","Body","n","n","n","No improvements",2039,15.2346174302857
"BAU","Car","PHEV40","Body","n","n","n","No improvements",2039,15.3922290921512
"BAU","Car","BEV300","Chassis","n","n","n","No improvements",2039,18.6869200737636
"BAU","Car","FFV","Chassis","n","n","n","No improvements",2039,19.5288321240742
"BAU","Car","HEV","Chassis","n","n","n","No improvements",2039,19.780100246774
"BAU","Car","ICEV-G","Chassis","n","n","n","No improvements",2039,19.5280096151847
"BAU","Car","PHEV40","Chassis","n","n","n","No improvements",2039,19.7300391090301
"BAU","Car","BEV300","Electronic Controller","n","n","n","No improvements",2039,2.70052180053483
"BAU","Car","HEV","Electronic Controller","n","n","n","No improvements",2039,0.76923337723893
"BAU","Car","PHEV40","Electronic Controller","n","n","n","No improvements",2039,0.882865122995014
"BAU","Car","FFV","Engine","n","n","n","No improvements",2039,8.8294298421701
"BAU","Car","HEV","Engine","n","n","n","No improvements",2039,6.65732317690635
"BAU","Car","ICEV-G","Engine","n","n","n","No improvements",2039,8.82658643115624
"BAU","Car","PHEV40","Engine","n","n","n","No improvements",2039,6.8646235908663
"BAU","Car","HEV","EV Battery","n","n","n","No improvements",2039,2.31273294545786
"BAU","Car","BEV300","Exterior","n","n","n","No improvements",2039,1.06025078432701
"BAU","Car","FFV","Exterior","n","n","n","No improvements",2039,1.10801884391913
"BAU","Car","HEV","Exterior","n","n","n","No improvements",2039,1.12227519130633
"BAU","Car","ICEV-G","Exterior","n","n","n","No improvements",2039,1.10797217674806
"BAU","Car","PHEV40","Exterior","n","n","n","No improvements",2039,1.11943484306557
"BAU","Car","FFV","Fuel storage system","n","n","n","No improvements",2039,2.36502585058123
"BAU","Car","ICEV-G","Fuel storage system","n","n","n","No improvements",2039,2.36426422263115
"BAU","Car","HEV","Generator","n","n","n","No improvements",2039,1.55018167537196
"BAU","Car","PHEV40","Generator","n","n","n","No improvements",2039,2.39112070431204
"BAU","Car","BEV300","Interior","n","n","n","No improvements",2039,76.7855642647357
"BAU","Car","FFV","Interior","n","n","n","No improvements",2039,76.8930423988178
"BAU","Car","HEV","Interior","n","n","n","No improvements",2039,76.925119180439
"BAU","Car","ICEV-G","Interior","n","n","n","No improvements",2039,76.8929373976831
"BAU","Car","PHEV40","Interior","n","n","n","No improvements",2039,76.9187283968973
"BAU","Car","BEV300","Tires","n","n","n","No improvements",2039,2.31929859071534
"BAU","Car","FFV","Tires","n","n","n","No improvements",2039,2.42379122107305
"BAU","Car","HEV","Tires","n","n","n","No improvements",2039,2.45497698098259
"BAU","Car","ICEV-G","Tires","n","n","n","No improvements",2039,2.42368913663639
"BAU","Car","PHEV40","Tires","n","n","n","No improvements",2039,2.44876371920584
"BAU","Car","BEV300","Traction Motor","n","n","n","No improvements",2039,4.80385128872652
"BAU","Car","HEV","Traction Motor","n","n","n","No improvements",2039,1.00628735343944
"BAU","Car","PHEV40","Traction Motor","n","n","n","No improvements",2039,1.93773220863802
"BAU","Car","BEV300","Transmission","n","n","n","No improvements",2039,9.27719436286131
"BAU","Car","FFV","Transmission","n","n","n","No improvements",2039,9.69516488429223
"BAU","Car","HEV","Transmission","n","n","n","No improvements",2039,9.81990792393042
"BAU","Car","ICEV-G","Transmission","n","n","n","No improvements",2039,9.69475654654552
"BAU","Car","PHEV40","Transmission","n","n","n","No improvements",2039,9.79505487682354
"BAU","Car","BEV300","Wheels","n","n","n","No improvements",2039,2.31929859071535
"BAU","Car","FFV","Wheels","n","n","n","No improvements",2039,2.42379122107305
"BAU","Car","HEV","Wheels","n","n","n","No improvements",2039,2.4549769809826
"BAU","Car","ICEV-G","Wheels","n","n","n","No improvements",2039,2.42368913663639
"BAU","Car","PHEV40","Wheels","n","n","n","No improvements",2039,2.44876371920584
"BAU","Car","BEV300","Body","n","n","n","No improvements",2040,15.1853578469709
"BAU","Car","FFV","Body","n","n","n","No improvements",2040,15.8687410285257
"BAU","Car","HEV","Body","n","n","n","No improvements",2040,16.072764296215
"BAU","Car","ICEV-G","Body","n","n","n","No improvements",2040,15.8680711841049
"BAU","Car","PHEV40","Body","n","n","n","No improvements",2040,16.0324892696716
"BAU","Car","BEV300","Chassis","n","n","n","No improvements",2040,19.4648677856625
"BAU","Car","FFV","Chassis","n","n","n","No improvements",2040,20.3408407729285
"BAU","Car","HEV","Chassis","n","n","n","No improvements",2040,20.6023615069664
"BAU","Car","ICEV-G","Chassis","n","n","n","No improvements",2040,20.3399821541711
"BAU","Car","PHEV40","Chassis","n","n","n","No improvements",2040,20.5507362456699
"BAU","Car","BEV300","Electronic Controller","n","n","n","No improvements",2040,2.81198053708719
"BAU","Car","HEV","Electronic Controller","n","n","n","No improvements",2040,0.800774865650666
"BAU","Car","PHEV40","Electronic Controller","n","n","n","No improvements",2040,0.91920647357837
"BAU","Car","FFV","Engine","n","n","n","No improvements",2040,9.19147112870959
"BAU","Car","HEV","Engine","n","n","n","No improvements",2040,6.9302986977961
"BAU","Car","ICEV-G","Engine","n","n","n","No improvements",2040,9.18850288598037
"BAU","Car","PHEV40","Engine","n","n","n","No improvements",2040,7.14719188588757
"BAU","Car","HEV","EV Battery","n","n","n","No improvements",2040,2.40734461033716
"BAU","Car","BEV300","Exterior","n","n","n","No improvements",2040,1.10438966159788
"BAU","Car","FFV","Exterior","n","n","n","No improvements",2040,1.15409025662007
"BAU","Car","HEV","Exterior","n","n","n","No improvements",2040,1.168928312452
"BAU","Car","ICEV-G","Exterior","n","n","n","No improvements",2040,1.1540415406622
"BAU","Car","PHEV40","Exterior","n","n","n","No improvements",2040,1.16599921961251
"BAU","Car","FFV","Fuel storage system","n","n","n","No improvements",2040,2.46200119519003
"BAU","Car","ICEV-G","Fuel storage system","n","n","n","No improvements",2040,2.46120613017332
"BAU","Car","HEV","Generator","n","n","n","No improvements",2040,1.61374500842095
"BAU","Car","PHEV40","Generator","n","n","n","No improvements",2040,2.48954633416107
"BAU","Car","BEV300","Interior","n","n","n","No improvements",2040,79.9848767385951
"BAU","Car","FFV","Interior","n","n","n","No improvements",2040,80.0967030773949
"BAU","Car","HEV","Interior","n","n","n","No improvements",2040,80.1300887030168
"BAU","Car","ICEV-G","Interior","n","n","n","No improvements",2040,80.0965934664899
"BAU","Car","PHEV40","Interior","n","n","n","No improvements",2040,80.123498244128
"BAU","Car","BEV300","Tires","n","n","n","No improvements",2040,2.41585238474535
"BAU","Car","FFV","Tires","n","n","n","No improvements",2040,2.52457243635638
"BAU","Car","HEV","Tires","n","n","n","No improvements",2040,2.55703068348873
"BAU","Car","ICEV-G","Tires","n","n","n","No improvements",2040,2.52446587019855
"BAU","Car","PHEV40","Tires","n","n","n","No improvements",2040,2.55062329290228
"BAU","Car","BEV300","Traction Motor","n","n","n","No improvements",2040,5.00212082134826
"BAU","Car","HEV","Traction Motor","n","n","n","No improvements",2040,1.04754895471228
"BAU","Car","PHEV40","Traction Motor","n","n","n","No improvements",2040,2.01749502143537
"BAU","Car","BEV300","Transmission","n","n","n","No improvements",2040,9.66340953898136
"BAU","Car","FFV","Transmission","n","n","n","No improvements",2040,10.0982897454255
"BAU","Car","HEV","Transmission","n","n","n","No improvements",2040,10.228122733955
"BAU","Car","ICEV-G","Transmission","n","n","n","No improvements",2040,10.0978634807942
"BAU","Car","PHEV40","Transmission","n","n","n","No improvements",2040,10.2024931716093
"BAU","Car","BEV300","Wheels","n","n","n","No improvements",2040,2.41585238474536
"BAU","Car","FFV","Wheels","n","n","n","No improvements",2040,2.52457243635638
"BAU","Car","HEV","Wheels","n","n","n","No improvements",2040,2.55703068348875
"BAU","Car","ICEV-G","Wheels","n","n","n","No improvements",2040,2.52446587019855
"BAU","Car","PHEV40","Wheels","n","n","n","No improvements",2040,2.55062329290228
"BAU","Car","BEV300","Body","n","n","n","No improvements",2041,15.79222666159
"BAU","Car","FFV","Body","n","n","n","No improvements",2041,16.5021222916756
"BAU","Car","HEV","Body","n","n","n","No improvements",2041,16.7141311715878
"BAU","Car","ICEV-G","Body","n","n","n","No improvements",2041,16.501424172595
"BAU","Car","PHEV40","Body","n","n","n","No improvements",2041,16.6726661678441
"BAU","Car","BEV300","Chassis","n","n","n","No improvements",2041,20.2427632662196
"BAU","Car","FFV","Chassis","n","n","n","No improvements",2041,21.1527203920569
"BAU","Car","HEV","Chassis","n","n","n","No improvements",2041,21.424477229035
"BAU","Car","ICEV-G","Chassis","n","n","n","No improvements",2041,21.1518255303266
"BAU","Car","PHEV40","Chassis","n","n","n","No improvements",2041,21.3713266333272
"BAU","Car","BEV300","Electronic Controller","n","n","n","No improvements",2041,2.92335689135804
"BAU","Car","HEV","Electronic Controller","n","n","n","No improvements",2041,0.832277489469689
"BAU","Car","PHEV40","Electronic Controller","n","n","n","No improvements",2041,0.955513618966222
"BAU","Car","FFV","Engine","n","n","n","No improvements",2041,9.55306635983521
"BAU","Car","HEV","Engine","n","n","n","No improvements",2041,7.20293786542626
"BAU","Car","ICEV-G","Engine","n","n","n","No improvements",2041,9.54997282524602
"BAU","Car","PHEV40","Engine","n","n","n","No improvements",2041,7.42949422205982
"BAU","Car","HEV","EV Battery","n","n","n","No improvements",2041,2.50182276509676
"BAU","Car","BEV300","Exterior","n","n","n","No improvements",2041,1.14852557538835
"BAU","Car","FFV","Exterior","n","n","n","No improvements",2041,1.20015434848551
"BAU","Car","HEV","Exterior","n","n","n","No improvements",2041,1.21557317611546
"BAU","Car","ICEV-G","Exterior","n","n","n","No improvements",2041,1.20010357618875
"BAU","Car","PHEV40","Exterior","n","n","n","No improvements",2041,1.2125575394796
"BAU","Car","FFV","Fuel storage system","n","n","n","No improvements",2041,2.55885706067011
"BAU","Car","ICEV-G","Fuel storage system","n","n","n","No improvements",2041,2.55802843533377
"BAU","Car","HEV","Generator","n","n","n","No improvements",2041,1.6772300204022
"BAU","Car","PHEV40","Generator","n","n","n","No improvements",2041,2.58787932386719
"BAU","Car","BEV300","Interior","n","n","n","No improvements",2041,83.1841825446237
"BAU","Car","FFV","Interior","n","n","n","No improvements",2041,83.3003472840922
"BAU","Car","HEV","Interior","n","n","n","No improvements",2041,83.3350396462596
"BAU","Car","ICEV-G","Interior","n","n","n","No improvements",2041,83.3002330464246
"BAU","Car","PHEV40","Interior","n","n","n","No improvements",2041,83.328254463829
"BAU","Car","BEV300","Tires","n","n","n","No improvements",2041,2.51239969616201
"BAU","Car","FFV","Tires","n","n","n","No improvements",2041,2.62533763731204
"BAU","Car","HEV","Tires","n","n","n","No improvements",2041,2.65906632275257
"BAU","Car","ICEV-G","Tires","n","n","n","No improvements",2041,2.62522657291288
"BAU","Car","PHEV40","Tires","n","n","n","No improvements",2041,2.65246961761153
"BAU","Car","BEV300","Traction Motor","n","n","n","No improvements",2041,5.20024380739176
"BAU","Car","HEV","Traction Motor","n","n","n","No improvements",2041,1.0887597145249
"BAU","Car","PHEV40","Traction Motor","n","n","n","No improvements",2041,2.0971827599011
"BAU","Car","BEV300","Transmission","n","n","n","No improvements",2041,10.049598784648
"BAU","Car","FFV","Transmission","n","n","n","No improvements",2041,10.5013505492482
"BAU","Car","HEV","Transmission","n","n","n","No improvements",2041,10.6362652910103
"BAU","Car","ICEV-G","Transmission","n","n","n","No improvements",2041,10.5009062916515
"BAU","Car","PHEV40","Transmission","n","n","n","No improvements",2041,10.6098784704463
"BAU","Car","BEV300","Wheels","n","n","n","No improvements",2041,2.51239969616202
"BAU","Car","FFV","Wheels","n","n","n","No improvements",2041,2.62533763731204
"BAU","Car","HEV","Wheels","n","n","n","No improvements",2041,2.65906632275258
"BAU","Car","ICEV-G","Wheels","n","n","n","No improvements",2041,2.62522657291288
"BAU","Car","PHEV40","Wheels","n","n","n","No improvements",2041,2.65246961761153
"BAU","Car","BEV300","Body","n","n","n","No improvements",2042,16.399054874017
"BAU","Car","FFV","Body","n","n","n","No improvements",2042,17.1354034334336
"BAU","Car","HEV","Body","n","n","n","No improvements",2042,17.3553851178294
"BAU","Car","ICEV-G","Body","n","n","n","No improvements",2042,17.1346769369965
"BAU","Car","PHEV40","Body","n","n","n","No improvements",2042,17.312760152784
"BAU","Car","BEV300","Chassis","n","n","n","No improvements",2042,21.0206067021488
"BAU","Car","FFV","Chassis","n","n","n","No improvements",2042,21.964471673765
"BAU","Car","HEV","Chassis","n","n","n","No improvements",2042,22.2464481964902
"BAU","Car","ICEV-G","Chassis","n","n","n","No improvements",2042,21.9635404374231
"BAU","Car","PHEV40","Chassis","n","n","n","No improvements",2042,22.1918107412957
"BAU","Car","BEV300","Electronic Controller","n","n","n","No improvements",2042,3.03465115784307
"BAU","Car","HEV","Electronic Controller","n","n","n","No improvements",2042,0.863741457647762
"BAU","Car","PHEV40","Electronic Controller","n","n","n","No improvements",2042,0.991786709532683
"BAU","Car","FFV","Engine","n","n","n","No improvements",2042,9.91421792884435
"BAU","Car","HEV","Engine","n","n","n","No improvements",2042,7.47524248816785
"BAU","Car","ICEV-G","Engine","n","n","n","No improvements",2042,9.91099864732112
"BAU","Car","PHEV40","Engine","n","n","n","No improvements",2042,7.71153176860085
"BAU","Car","HEV","EV Battery","n","n","n","No improvements",2042,2.59616813209342
"BAU","Car","BEV300","Exterior","n","n","n","No improvements",2042,1.19265853629214
"BAU","Car","FFV","Exterior","n","n","n","No improvements",2042,1.24621115879518
"BAU","Car","HEV","Exterior","n","n","n","No improvements",2042,1.26220982675122
"BAU","Car","ICEV-G","Exterior","n","n","n","No improvements",2042,1.24615832269068
"BAU","Car","PHEV40","Exterior","n","n","n","No improvements",2042,1.25910982929341
"BAU","Car","FFV","Fuel storage system","n","n","n","No improvements",2042,2.65559408808328
"BAU","Car","ICEV-G","Fuel storage system","n","n","n","No improvements",2042,2.65473178053247
"BAU","Car","HEV","Generator","n","n","n","No improvements",2042,1.74063713240142
"BAU","Car","PHEV40","Generator","n","n","n","No improvements",2042,2.68612008069834
"BAU","Car","BEV300","Interior","n","n","n","No improvements",2042,86.3834817066572
"BAU","Car","FFV","Interior","n","n","n","No improvements",2042,86.5039751072889
"BAU","Car","HEV","Interior","n","n","n","No improvements",2042,86.53997211019
"BAU","Car","ICEV-G","Interior","n","n","n","No improvements",2042,86.5038562260539
"BAU","Car","PHEV40","Interior","n","n","n","No improvements",2042,86.5329971159101
"BAU","Car","BEV300","Tires","n","n","n","No improvements",2042,2.60894054813903
"BAU","Car","FFV","Tires","n","n","n","No improvements",2042,2.72608690986445
"BAU","Car","HEV","Tires","n","n","n","No improvements",2042,2.76108399601828
"BAU","Car","ICEV-G","Tires","n","n","n","No improvements",2042,2.72597133088585
"BAU","Car","PHEV40","Tires","n","n","n","No improvements",2042,2.75430275157926
"BAU","Car","BEV300","Traction Motor","n","n","n","No improvements",2042,5.39822077072384
"BAU","Car","HEV","Traction Motor","n","n","n","No improvements",2042,1.12991990622155
"BAU","Car","PHEV40","Traction Motor","n","n","n","No improvements",2042,2.17679575407968
"BAU","Car","BEV300","Transmission","n","n","n","No improvements",2042,10.4357621925561
"BAU","Car","FFV","Transmission","n","n","n","No improvements",2042,10.9043476394579
"BAU","Car","HEV","Transmission","n","n","n","No improvements",2042,11.0443359840732
"BAU","Car","ICEV-G","Transmission","n","n","n","No improvements",2042,10.9038853235433
