"Material","Scenario","rec_scen","Case","Year","value","Type"
"HSS/AHSS","No Lightweighting","BAU","Business-as-usual",2028,2051150189.5666,"Internal secondary material recovery"
"Other steels","No Lightweighting","BAU","Business-as-usual",2028,4093165683.74325,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","BAU","Business-as-usual",2028,215933481.932338,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","BAU","Business-as-usual",2028,2202120314.1433,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","CL100","Closed loop",2028,4773367711.81177,"Internal secondary material recovery"
"Other steels","Steel Intensive","CL100","Closed loop",2028,6198483218.42169,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","CL100","Closed loop",2028,435571679.574572,"Internal secondary material recovery"
"Cast Aluminum","Steel Intensive","CL100","Closed loop",2028,1957382433.85348,"Internal secondary material recovery"
"HSS/AHSS","Aluminum Maximum","CL100","Closed loop",2028,2180318696.45898,"Internal secondary material recovery"
"Other steels","Aluminum Maximum","CL100","Closed loop",2028,5608180724.28894,"Internal secondary material recovery"
"Wrought Aluminum","Aluminum Maximum","CL100","Closed loop",2028,1852053760.92718,"Internal secondary material recovery"
"Cast Aluminum","Aluminum Maximum","CL100","Closed loop",2028,2358588449.0508,"Internal secondary material recovery"
"HSS/AHSS","No Lightweighting","CL100","Closed loop",2028,3533903772.02193,"Internal secondary material recovery"
"Other steels","No Lightweighting","CL100","Closed loop",2028,7920938320.22912,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","CL100","Closed loop",2028,448053855.408426,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","CL100","Closed loop",2028,1969999940.66721,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","BAU","Business-as-usual",2029,3263211426.34246,"Internal secondary material recovery"
"Other steels","Steel Intensive","BAU","Business-as-usual",2029,2419713960.10044,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","BAU","Business-as-usual",2029,204604760.629533,"Internal secondary material recovery"
"Cast Aluminum","Steel Intensive","BAU","Business-as-usual",2029,2147266896.45358,"Internal secondary material recovery"
"HSS/AHSS","Aluminum Maximum","BAU","Business-as-usual",2029,746835228.739281,"Internal secondary material recovery"
"Other steels","Aluminum Maximum","BAU","Business-as-usual",2029,1852802276.90727,"Internal secondary material recovery"
"Wrought Aluminum","Aluminum Maximum","BAU","Business-as-usual",2029,1531420903.4022,"Internal secondary material recovery"
"Cast Aluminum","Aluminum Maximum","BAU","Business-as-usual",2029,2942427041.9558,"Internal secondary material recovery"
"HSS/AHSS","No Lightweighting","BAU","Business-as-usual",2029,2054937794.68541,"Internal secondary material recovery"
"Other steels","No Lightweighting","BAU","Business-as-usual",2029,4100494323.25988,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","BAU","Business-as-usual",2029,216441473.69203,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","BAU","Business-as-usual",2029,2235478737.34893,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","CL100","Closed loop",2029,5059220243.02235,"Internal secondary material recovery"
"Other steels","Steel Intensive","CL100","Closed loop",2029,6294676536.99569,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","CL100","Closed loop",2029,455353261.486294,"Internal secondary material recovery"
"Cast Aluminum","Steel Intensive","CL100","Closed loop",2029,1973673786.41386,"Internal secondary material recovery"
"HSS/AHSS","Aluminum Maximum","CL100","Closed loop",2029,2202462586.53113,"Internal secondary material recovery"
"Other steels","Aluminum Maximum","CL100","Closed loop",2029,5647090225.18827,"Internal secondary material recovery"
"Wrought Aluminum","Aluminum Maximum","CL100","Closed loop",2029,2022166674.89082,"Internal secondary material recovery"
"Cast Aluminum","Aluminum Maximum","CL100","Closed loop",2029,2451681270.46717,"Internal secondary material recovery"
"HSS/AHSS","No Lightweighting","CL100","Closed loop",2029,3690439467.47222,"Internal secondary material recovery"
"Other steels","No Lightweighting","CL100","Closed loop",2029,8197935738.85693,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","CL100","Closed loop",2029,469237483.701787,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","CL100","Closed loop",2029,1988867199.29046,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","BAU","Business-as-usual",2030,3372196475.34383,"Internal secondary material recovery"
"Other steels","Steel Intensive","BAU","Business-as-usual",2030,2309635077.3046,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","BAU","Business-as-usual",2030,205114432.207847,"Internal secondary material recovery"
"Cast Aluminum","Steel Intensive","BAU","Business-as-usual",2030,2156540932.03207,"Internal secondary material recovery"
"HSS/AHSS","Aluminum Maximum","BAU","Business-as-usual",2030,665077201.995612,"Internal secondary material recovery"
"Other steels","Aluminum Maximum","BAU","Business-as-usual",2030,1701582498.40534,"Internal secondary material recovery"
"Wrought Aluminum","Aluminum Maximum","BAU","Business-as-usual",2030,1627524633.72063,"Internal secondary material recovery"
"Cast Aluminum","Aluminum Maximum","BAU","Business-as-usual",2030,3153617797.4528,"Internal secondary material recovery"
"HSS/AHSS","No Lightweighting","BAU","Business-as-usual",2030,2067834550.38421,"Internal secondary material recovery"
"Other steels","No Lightweighting","BAU","Business-as-usual",2030,4125850014.04174,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","BAU","Business-as-usual",2030,217926870.622123,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","BAU","Business-as-usual",2030,2252168228.40987,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","CL100","Closed loop",2030,5385279570.61206,"Internal secondary material recovery"
"Other steels","Steel Intensive","CL100","Closed loop",2030,6401800522.18067,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","CL100","Closed loop",2030,477640764.013386,"Internal secondary material recovery"
"Cast Aluminum","Steel Intensive","CL100","Closed loop",2030,1999223102.4901,"Internal secondary material recovery"
"HSS/AHSS","Aluminum Maximum","CL100","Closed loop",2030,2228674959.14586,"Internal secondary material recovery"
"Other steels","Aluminum Maximum","CL100","Closed loop",2030,5687629053.98708,"Internal secondary material recovery"
"Wrought Aluminum","Aluminum Maximum","CL100","Closed loop",2030,2216537333.03977,"Internal secondary material recovery"
"Cast Aluminum","Aluminum Maximum","CL100","Closed loop",2030,2564605098.13367,"Internal secondary material recovery"
"HSS/AHSS","No Lightweighting","CL100","Closed loop",2030,3868696746.85291,"Internal secondary material recovery"
"Other steels","No Lightweighting","CL100","Closed loop",2030,8512255906.51777,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","CL100","Closed loop",2030,493161707.600957,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","CL100","Closed loop",2030,2017467036.62395,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","BAU","Business-as-usual",2031,3383970713.03739,"Internal secondary material recovery"
"Other steels","Steel Intensive","BAU","Business-as-usual",2031,2317299393.42765,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","BAU","Business-as-usual",2031,206002350.836847,"Internal secondary material recovery"
"Cast Aluminum","Steel Intensive","BAU","Business-as-usual",2031,2167343656.00436,"Internal secondary material recovery"
"HSS/AHSS","Aluminum Maximum","BAU","Business-as-usual",2031,667738923.431605,"Internal secondary material recovery"
"Other steels","Aluminum Maximum","BAU","Business-as-usual",2031,1707500454.37662,"Internal secondary material recovery"
"Wrought Aluminum","Aluminum Maximum","BAU","Business-as-usual",2031,1633608537.62212,"Internal secondary material recovery"
"Cast Aluminum","Aluminum Maximum","BAU","Business-as-usual",2031,3336916343.27168,"Internal secondary material recovery"
"HSS/AHSS","No Lightweighting","BAU","Business-as-usual",2031,2074991344.47123,"Internal secondary material recovery"
"Other steels","No Lightweighting","BAU","Business-as-usual",2031,4139520492.3895,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","BAU","Business-as-usual",2031,218827038.65098,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","BAU","Business-as-usual",2031,2263253292.57758,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","CL100","Closed loop",2031,5609699341.35631,"Internal secondary material recovery"
"Other steels","Steel Intensive","CL100","Closed loop",2031,6609803035.26656,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","CL100","Closed loop",2031,498993981.016841,"Internal secondary material recovery"
"Cast Aluminum","Steel Intensive","CL100","Closed loop",2031,2012020356.14151,"Internal secondary material recovery"
"HSS/AHSS","Aluminum Maximum","CL100","Closed loop",2031,2326350815.62691,"Internal secondary material recovery"
"Other steels","Aluminum Maximum","CL100","Closed loop",2031,5866569260.47942,"Internal secondary material recovery"
"Wrought Aluminum","Aluminum Maximum","CL100","Closed loop",2031,2325381063.26128,"Internal secondary material recovery"
"Cast Aluminum","Aluminum Maximum","CL100","Closed loop",2031,2651935063.7163,"Internal secondary material recovery"
"HSS/AHSS","No Lightweighting","CL100","Closed loop",2031,4032638112.80981,"Internal secondary material recovery"
"Other steels","No Lightweighting","CL100","Closed loop",2031,8803807525.8348,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","CL100","Closed loop",2031,515238952.678739,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","CL100","Closed loop",2031,2032959261.10959,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","BAU","Business-as-usual",2032,3374963979.66273,"Internal secondary material recovery"
"Other steels","Steel Intensive","BAU","Business-as-usual",2032,2310527061.96718,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","BAU","Business-as-usual",2032,205615169.96463,"Internal secondary material recovery"
"Cast Aluminum","Steel Intensive","BAU","Business-as-usual",2032,2164448572.345,"Internal secondary material recovery"
"HSS/AHSS","Aluminum Maximum","BAU","Business-as-usual",2032,666302343.672803,"Internal secondary material recovery"
"Other steels","Aluminum Maximum","BAU","Business-as-usual",2032,1702735729.61992,"Internal secondary material recovery"
"Wrought Aluminum","Aluminum Maximum","BAU","Business-as-usual",2032,1629648953.24451,"Internal secondary material recovery"
"Cast Aluminum","Aluminum Maximum","BAU","Business-as-usual",2032,3330058290.33315,"Internal secondary material recovery"
"HSS/AHSS","No Lightweighting","BAU","Business-as-usual",2032,2069406960.90684,"Internal secondary material recovery"
"Other steels","No Lightweighting","BAU","Business-as-usual",2032,4127565991.58747,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","BAU","Business-as-usual",2032,218374118.970118,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","BAU","Business-as-usual",2032,2260058574.76154,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","CL100","Closed loop",2032,5845718519.58321,"Internal secondary material recovery"
"Other steels","Steel Intensive","CL100","Closed loop",2032,6812061798.43005,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","CL100","Closed loop",2032,521172325.738537,"Internal secondary material recovery"
"Cast Aluminum","Steel Intensive","CL100","Closed loop",2032,2035467087.20014,"Internal secondary material recovery"
"HSS/AHSS","Aluminum Maximum","CL100","Closed loop",2032,2421143224.94151,"Internal secondary material recovery"
"Other steels","Aluminum Maximum","CL100","Closed loop",2032,6036464702.70104,"Internal secondary material recovery"
"Wrought Aluminum","Aluminum Maximum","CL100","Closed loop",2032,2447905538.39002,"Internal secondary material recovery"
"Cast Aluminum","Aluminum Maximum","CL100","Closed loop",2032,2762409275.59968,"Internal secondary material recovery"
"HSS/AHSS","No Lightweighting","CL100","Closed loop",2032,4201299438.09645,"Internal secondary material recovery"
"Other steels","No Lightweighting","CL100","Closed loop",2032,9099156910.39771,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","CL100","Closed loop",2032,538255743.201997,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","CL100","Closed loop",2032,2059654113.97174,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","BAU","Business-as-usual",2033,3366148196.50102,"Internal secondary material recovery"
