"Material","Scenario","rec_scen","Case","Year","value","Type"
"Wrought Aluminum","No Lightweighting","CL100","Closed loop",2034,586479526.006177,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","CL100","Closed loop",2034,2108049848.33844,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","BAU","Business-as-usual",2035,3389947011.86769,"Internal secondary material recovery"
"Other steels","Steel Intensive","BAU","Business-as-usual",2035,2317921820.05357,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","BAU","Business-as-usual",2035,206980499.417254,"Internal secondary material recovery"
"Cast Aluminum","Steel Intensive","BAU","Business-as-usual",2035,2181757408.67748,"Internal secondary material recovery"
"HSS/AHSS","Aluminum Maximum","BAU","Business-as-usual",2035,670236811.325936,"Internal secondary material recovery"
"Other steels","Aluminum Maximum","BAU","Business-as-usual",2035,1708548823.58083,"Internal secondary material recovery"
"Wrought Aluminum","Aluminum Maximum","BAU","Business-as-usual",2035,1638022956.31962,"Internal secondary material recovery"
"Cast Aluminum","Aluminum Maximum","BAU","Business-as-usual",2035,3349739735.13612,"Internal secondary material recovery"
"HSS/AHSS","No Lightweighting","BAU","Business-as-usual",2035,2078404910.42076,"Internal secondary material recovery"
"Other steels","No Lightweighting","BAU","Business-as-usual",2035,4142078567.53543,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","BAU","Business-as-usual",2035,219706827.270515,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","BAU","Business-as-usual",2035,2277692009.24849,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","CL100","Closed loop",2035,6688140877.17253,"Internal secondary material recovery"
"Other steels","Steel Intensive","CL100","Closed loop",2035,7372383676.88885,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","CL100","Closed loop",2035,590183533.232479,"Internal secondary material recovery"
"Cast Aluminum","Steel Intensive","CL100","Closed loop",2035,2089674366.75891,"Internal secondary material recovery"
"HSS/AHSS","Aluminum Maximum","CL100","Closed loop",2035,2482358560.46643,"Internal secondary material recovery"
"Other steels","Aluminum Maximum","CL100","Closed loop",2035,6327958605.85493,"Internal secondary material recovery"
"Wrought Aluminum","Aluminum Maximum","CL100","Closed loop",2035,2938291381.70048,"Internal secondary material recovery"
"Cast Aluminum","Aluminum Maximum","CL100","Closed loop",2035,3079201673.18576,"Internal secondary material recovery"
"HSS/AHSS","No Lightweighting","CL100","Closed loop",2035,4753027401.68602,"Internal secondary material recovery"
"Other steels","No Lightweighting","CL100","Closed loop",2035,10062264793.3845,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","CL100","Closed loop",2035,610877960.368007,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","CL100","Closed loop",2035,2125144669.55734,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","BAU","Business-as-usual",2036,3405776295.38622,"Internal secondary material recovery"
"Other steels","Steel Intensive","BAU","Business-as-usual",2036,2327814946.54999,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","BAU","Business-as-usual",2036,208122268.513508,"Internal secondary material recovery"
"Cast Aluminum","Steel Intensive","BAU","Business-as-usual",2036,2194144183.95479,"Internal secondary material recovery"
"HSS/AHSS","Aluminum Maximum","BAU","Business-as-usual",2036,673727446.442504,"Internal secondary material recovery"
"Other steels","Aluminum Maximum","BAU","Business-as-usual",2036,1716031666.52583,"Internal secondary material recovery"
"Wrought Aluminum","Aluminum Maximum","BAU","Business-as-usual",2036,1646054542.02561,"Internal secondary material recovery"
"Cast Aluminum","Aluminum Maximum","BAU","Business-as-usual",2036,3366926601.99939,"Internal secondary material recovery"
"HSS/AHSS","No Lightweighting","BAU","Business-as-usual",2036,2088050433.46378,"Internal secondary material recovery"
"Other steels","No Lightweighting","BAU","Business-as-usual",2036,4160127806.94743,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","BAU","Business-as-usual",2036,220879256.102862,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","BAU","Business-as-usual",2036,2290473551.91129,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","CL100","Closed loop",2036,7004728122.41988,"Internal secondary material recovery"
"Other steels","Steel Intensive","CL100","Closed loop",2036,7517179386.58509,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","CL100","Closed loop",2036,612488728.582092,"Internal secondary material recovery"
"Cast Aluminum","Steel Intensive","CL100","Closed loop",2036,2097024298.3081,"Internal secondary material recovery"
"HSS/AHSS","Aluminum Maximum","CL100","Closed loop",2036,2495286838.67594,"Internal secondary material recovery"
"Other steels","Aluminum Maximum","CL100","Closed loop",2036,6355672838.98454,"Internal secondary material recovery"
"Wrought Aluminum","Aluminum Maximum","CL100","Closed loop",2036,3142594117.89054,"Internal secondary material recovery"
"Cast Aluminum","Aluminum Maximum","CL100","Closed loop",2036,3170129931.67443,"Internal secondary material recovery"
"HSS/AHSS","No Lightweighting","CL100","Closed loop",2036,4942343565.31994,"Internal secondary material recovery"
"Other steels","No Lightweighting","CL100","Closed loop",2036,10383589139.2318,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","CL100","Closed loop",2036,634768293.981649,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","CL100","Closed loop",2036,2136702817.53442,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","BAU","Business-as-usual",2037,3416103545.30683,"Internal secondary material recovery"
"Other steels","Steel Intensive","BAU","Business-as-usual",2037,2334064075.03292,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","BAU","Business-as-usual",2037,208925324.204421,"Internal secondary material recovery"
"Cast Aluminum","Steel Intensive","BAU","Business-as-usual",2037,2203627328.69144,"Internal secondary material recovery"
"HSS/AHSS","Aluminum Maximum","BAU","Business-as-usual",2037,676107529.444015,"Internal secondary material recovery"
"Other steels","Aluminum Maximum","BAU","Business-as-usual",2037,1720818940.58687,"Internal secondary material recovery"
"Wrought Aluminum","Aluminum Maximum","BAU","Business-as-usual",2037,1651438774.84449,"Internal secondary material recovery"
"Cast Aluminum","Aluminum Maximum","BAU","Business-as-usual",2037,3379118171.03643,"Internal secondary material recovery"
"HSS/AHSS","No Lightweighting","BAU","Business-as-usual",2037,2094318284.3573,"Internal secondary material recovery"
"Other steels","No Lightweighting","BAU","Business-as-usual",2037,4171596980.14072,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","BAU","Business-as-usual",2037,221690698.343968,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","BAU","Business-as-usual",2037,2300201336.02395,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","CL100","Closed loop",2037,7328161222.09074,"Internal secondary material recovery"
"Other steels","Steel Intensive","CL100","Closed loop",2037,7635071014.56967,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","CL100","Closed loop",2037,634217483.942813,"Internal secondary material recovery"
"Cast Aluminum","Steel Intensive","CL100","Closed loop",2037,2102131542.03458,"Internal secondary material recovery"
"HSS/AHSS","Aluminum Maximum","CL100","Closed loop",2037,2504101960.90376,"Internal secondary material recovery"
"Other steels","Aluminum Maximum","CL100","Closed loop",2037,6373403483.65507,"Internal secondary material recovery"
"Wrought Aluminum","Aluminum Maximum","CL100","Closed loop",2037,3362558409.70075,"Internal secondary material recovery"
"Cast Aluminum","Aluminum Maximum","CL100","Closed loop",2037,3253495471.44956,"Internal secondary material recovery"
"HSS/AHSS","No Lightweighting","CL100","Closed loop",2037,5127508712.87955,"Internal secondary material recovery"
"Other steels","No Lightweighting","CL100","Closed loop",2037,10693330845.844,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","CL100","Closed loop",2037,658225299.315652,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","CL100","Closed loop",2037,2146145194.99275,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","BAU","Business-as-usual",2038,3447055722.37472,"Internal secondary material recovery"
"Other steels","Steel Intensive","BAU","Business-as-usual",2038,2354389856.9103,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","BAU","Business-as-usual",2038,211022731.366068,"Internal secondary material recovery"
"Cast Aluminum","Steel Intensive","BAU","Business-as-usual",2038,2225755499.47133,"Internal secondary material recovery"
"HSS/AHSS","Aluminum Maximum","BAU","Business-as-usual",2038,682623725.329511,"Internal secondary material recovery"
"Other steels","Aluminum Maximum","BAU","Business-as-usual",2038,1736074328.69932,"Internal secondary material recovery"
"Wrought Aluminum","Aluminum Maximum","BAU","Business-as-usual",2038,1666797547.17426,"Internal secondary material recovery"
"Cast Aluminum","Aluminum Maximum","BAU","Business-as-usual",2038,3411511539.44654,"Internal secondary material recovery"
"HSS/AHSS","No Lightweighting","BAU","Business-as-usual",2038,2113235408.51939,"Internal secondary material recovery"
"Other steels","No Lightweighting","BAU","Business-as-usual",2038,4208167230.31932,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","BAU","Business-as-usual",2038,223875346.58582,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","BAU","Business-as-usual",2038,2323126671.49769,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","CL100","Closed loop",2038,7690711512.31304,"Internal secondary material recovery"
"Other steels","Steel Intensive","CL100","Closed loop",2038,7762315419.43215,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","CL100","Closed loop",2038,655967288.67795,"Internal secondary material recovery"
"Cast Aluminum","Steel Intensive","CL100","Closed loop",2038,2100053385.86196,"Internal secondary material recovery"
"HSS/AHSS","Aluminum Maximum","CL100","Closed loop",2038,2528236019.73893,"Internal secondary material recovery"
"Other steels","Aluminum Maximum","CL100","Closed loop",2038,6429904921.10858,"Internal secondary material recovery"
"Wrought Aluminum","Aluminum Maximum","CL100","Closed loop",2038,3613806448.65913,"Internal secondary material recovery"
"Cast Aluminum","Aluminum Maximum","CL100","Closed loop",2038,3326423243.88609,"Internal secondary material recovery"
"HSS/AHSS","No Lightweighting","CL100","Closed loop",2038,5327860644.40397,"Internal secondary material recovery"
"Other steels","No Lightweighting","CL100","Closed loop",2038,11045661585.6724,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","CL100","Closed loop",2038,681990155.660234,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","CL100","Closed loop",2038,2148665443.48661,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","BAU","Business-as-usual",2039,3481928109.7795,"Internal secondary material recovery"
"Other steels","Steel Intensive","BAU","Business-as-usual",2039,2377500958.13739,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","BAU","Business-as-usual",2039,213381232.37541,"Internal secondary material recovery"
"Cast Aluminum","Steel Intensive","BAU","Business-as-usual",2039,2250422064.00803,"Internal secondary material recovery"
"HSS/AHSS","Aluminum Maximum","BAU","Business-as-usual",2039,689944070.038631,"Internal secondary material recovery"
"Other steels","Aluminum Maximum","BAU","Business-as-usual",2039,1753454160.7924,"Internal secondary material recovery"
"Wrought Aluminum","Aluminum Maximum","BAU","Business-as-usual",2039,1684064962.08274,"Internal secondary material recovery"
"Cast Aluminum","Aluminum Maximum","BAU","Business-as-usual",2039,3447944183.75678,"Internal secondary material recovery"
"HSS/AHSS","No Lightweighting","BAU","Business-as-usual",2039,2134556605.83997,"Internal secondary material recovery"
"Other steels","No Lightweighting","BAU","Business-as-usual",2039,4249596895.15645,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","BAU","Business-as-usual",2039,226335087.019713,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","BAU","Business-as-usual",2039,2348685745.36591,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","CL100","Closed loop",2039,8092109189.42167,"Internal secondary material recovery"
"Other steels","Steel Intensive","CL100","Closed loop",2039,7821809279.08513,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","CL100","Closed loop",2039,679743229.538766,"Internal secondary material recovery"
"Cast Aluminum","Steel Intensive","CL100","Closed loop",2039,2106479459.81233,"Internal secondary material recovery"
"HSS/AHSS","Aluminum Maximum","CL100","Closed loop",2039,2555348407.55049,"Internal secondary material recovery"
"Other steels","Aluminum Maximum","CL100","Closed loop",2039,6494274669.60148,"Internal secondary material recovery"
"Wrought Aluminum","Aluminum Maximum","CL100","Closed loop",2039,3908406061.60332,"Internal secondary material recovery"
"Cast Aluminum","Aluminum Maximum","CL100","Closed loop",2039,3415076140.8533,"Internal secondary material recovery"
"HSS/AHSS","No Lightweighting","CL100","Closed loop",2039,5537586117.2473,"Internal secondary material recovery"
"Other steels","No Lightweighting","CL100","Closed loop",2039,11371165138.0991,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","CL100","Closed loop",2039,708154153.248587,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","CL100","Closed loop",2039,2160376153.00255,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","BAU","Business-as-usual",2040,3507162838.19783,"Internal secondary material recovery"
"Other steels","Steel Intensive","BAU","Business-as-usual",2040,2394068216.67717,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","BAU","Business-as-usual",2040,215143577.654174,"Internal secondary material recovery"
"Cast Aluminum","Steel Intensive","BAU","Business-as-usual",2040,2269005644.51285,"Internal secondary material recovery"
"HSS/AHSS","Aluminum Maximum","BAU","Business-as-usual",2040,695354727.429973,"Internal secondary material recovery"
"Other steels","Aluminum Maximum","BAU","Business-as-usual",2040,1766012409.2121,"Internal secondary material recovery"
"Wrought Aluminum","Aluminum Maximum","BAU","Business-as-usual",2040,1696672632.02627,"Internal secondary material recovery"
"Cast Aluminum","Aluminum Maximum","BAU","Business-as-usual",2040,3474857496.15521,"Internal secondary material recovery"
"HSS/AHSS","No Lightweighting","BAU","Business-as-usual",2040,2149968717.47374,"Internal secondary material recovery"
"Other steels","No Lightweighting","BAU","Business-as-usual",2040,4279306795.17047,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","BAU","Business-as-usual",2040,228161586.569185,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","BAU","Business-as-usual",2040,2367896574.70326,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","CL100","Closed loop",2040,8484089612.9964,"Internal secondary material recovery"
"Other steels","Steel Intensive","CL100","Closed loop",2040,7858585831.82986,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","CL100","Closed loop",2040,703904860.826345,"Internal secondary material recovery"
"Cast Aluminum","Steel Intensive","CL100","Closed loop",2040,2114539977.61154,"Internal secondary material recovery"
"HSS/AHSS","Aluminum Maximum","CL100","Closed loop",2040,2575387879.37027,"Internal secondary material recovery"
"Other steels","Aluminum Maximum","CL100","Closed loop",2040,6540786700.78557,"Internal secondary material recovery"
"Wrought Aluminum","Aluminum Maximum","CL100","Closed loop",2040,4201491060.25567,"Internal secondary material recovery"
"Cast Aluminum","Aluminum Maximum","CL100","Closed loop",2040,3474857496.15521,"Internal secondary material recovery"
"HSS/AHSS","No Lightweighting","CL100","Closed loop",2040,5739631653.59511,"Internal secondary material recovery"
"Other steels","No Lightweighting","CL100","Closed loop",2040,11671547887.0966,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","CL100","Closed loop",2040,734687128.685026,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","CL100","Closed loop",2040,2173233617.16885,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","BAU","Business-as-usual",2041,3538888523.30803,"Internal secondary material recovery"
"Other steels","Steel Intensive","BAU","Business-as-usual",2041,2415257501.85373,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","BAU","Business-as-usual",2041,217348712.971008,"Internal secondary material recovery"
"Cast Aluminum","Steel Intensive","BAU","Business-as-usual",2041,2291602285.41278,"Internal secondary material recovery"
"HSS/AHSS","Aluminum Maximum","BAU","Business-as-usual",2041,702106068.737276,"Internal secondary material recovery"
"Other steels","Aluminum Maximum","BAU","Business-as-usual",2041,1782117011.32383,"Internal secondary material recovery"
"Wrought Aluminum","Aluminum Maximum","BAU","Business-as-usual",2041,1712441632.41376,"Internal secondary material recovery"
"Cast Aluminum","Aluminum Maximum","BAU","Business-as-usual",2041,3508424695.11621,"Internal secondary material recovery"
"HSS/AHSS","No Lightweighting","BAU","Business-as-usual",2041,2169362878.60719,"Internal secondary material recovery"
"Other steels","No Lightweighting","BAU","Business-as-usual",2041,4317057363.42552,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","BAU","Business-as-usual",2041,230454870.366559,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","BAU","Business-as-usual",2041,2391266919.89225,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","CL100","Closed loop",2041,8832197453.73549,"Internal secondary material recovery"
"Other steels","Steel Intensive","CL100","Closed loop",2041,7995761989.2798,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","CL100","Closed loop",2041,727431719.646657,"Internal secondary material recovery"
"Cast Aluminum","Steel Intensive","CL100","Closed loop",2041,2114074394.07616,"Internal secondary material recovery"
"HSS/AHSS","Aluminum Maximum","CL100","Closed loop",2041,2600392847.1751,"Internal secondary material recovery"
"Other steels","Aluminum Maximum","CL100","Closed loop",2041,6600433375.27345,"Internal secondary material recovery"
"Wrought Aluminum","Aluminum Maximum","CL100","Closed loop",2041,4451564708.23327,"Internal secondary material recovery"
"Cast Aluminum","Aluminum Maximum","CL100","Closed loop",2041,3491604500.09525,"Internal secondary material recovery"
"HSS/AHSS","No Lightweighting","CL100","Closed loop",2041,5926187462.16959,"Internal secondary material recovery"
"Other steels","No Lightweighting","CL100","Closed loop",2041,12032927444.4634,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","CL100","Closed loop",2041,760200619.031612,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","CL100","Closed loop",2041,2175908463.93001,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","BAU","Business-as-usual",2042,3562890503.90231,"Internal secondary material recovery"
"Other steels","Steel Intensive","BAU","Business-as-usual",2042,2431097070.78377,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","BAU","Business-as-usual",2042,219085214.527374,"Internal secondary material recovery"
"Cast Aluminum","Steel Intensive","BAU","Business-as-usual",2042,2309108809.10884,"Internal secondary material recovery"
"HSS/AHSS","Aluminum Maximum","BAU","Business-as-usual",2042,707332638.296912,"Internal secondary material recovery"
"Other steels","Aluminum Maximum","BAU","Business-as-usual",2042,1794265852.87832,"Internal secondary material recovery"
"Wrought Aluminum","Aluminum Maximum","BAU","Business-as-usual",2042,1724478863.94562,"Internal secondary material recovery"
"Cast Aluminum","Aluminum Maximum","BAU","Business-as-usual",2042,3534238100.11721,"Internal secondary material recovery"
"HSS/AHSS","No Lightweighting","BAU","Business-as-usual",2042,2184022280.84638,"Internal secondary material recovery"
"Other steels","No Lightweighting","BAU","Business-as-usual",2042,4345300465.18271,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","BAU","Business-as-usual",2042,232250892.356802,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","BAU","Business-as-usual",2042,2409330946.4391,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","CL100","Closed loop",2042,9181063001.95881,"Internal secondary material recovery"
"Other steels","Steel Intensive","CL100","Closed loop",2042,8098445188.96926,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","CL100","Closed loop",2042,750559514.668972,"Internal secondary material recovery"
"Cast Aluminum","Steel Intensive","CL100","Closed loop",2042,2112554022.96966,"Internal secondary material recovery"
"HSS/AHSS","Aluminum Maximum","CL100","Closed loop",2042,2619750512.21079,"Internal secondary material recovery"
"Other steels","Aluminum Maximum","CL100","Closed loop",2042,6645429084.73454,"Internal secondary material recovery"
"Wrought Aluminum","Aluminum Maximum","CL100","Closed loop",2042,4697049697.60072,"Internal secondary material recovery"
"Cast Aluminum","Aluminum Maximum","CL100","Closed loop",2042,3484643827.4391,"Internal secondary material recovery"
"HSS/AHSS","No Lightweighting","CL100","Closed loop",2042,6116826836.30281,"Internal secondary material recovery"
"Other steels","No Lightweighting","CL100","Closed loop",2042,12355208005.2328,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","CL100","Closed loop",2042,785277688.373395,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","CL100","Closed loop",2042,2177184977.98276,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","BAU","Business-as-usual",2043,3600091320.12955,"Internal secondary material recovery"
"Other steels","Steel Intensive","BAU","Business-as-usual",2043,2455890517.13483,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","BAU","Business-as-usual",2043,221640574.00529,"Internal secondary material recovery"
"Cast Aluminum","Steel Intensive","BAU","Business-as-usual",2043,2335022314.60506,"Internal secondary material recovery"
"HSS/AHSS","Aluminum Maximum","BAU","Business-as-usual",2043,715194638.407088,"Internal secondary material recovery"
"Other steels","Aluminum Maximum","BAU","Business-as-usual",2043,1813035409.84799,"Internal secondary material recovery"
"Wrought Aluminum","Aluminum Maximum","BAU","Business-as-usual",2043,1742907474.72089,"Internal secondary material recovery"
"Cast Aluminum","Aluminum Maximum","BAU","Business-as-usual",2043,3573076619.6205,"Internal secondary material recovery"
"HSS/AHSS","No Lightweighting","BAU","Business-as-usual",2043,2206772681.5933,"Internal secondary material recovery"
"Other steels","No Lightweighting","BAU","Business-as-usual",2043,4389570361.9162,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","BAU","Business-as-usual",2043,234914721.780801,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","BAU","Business-as-usual",2043,2436166947.28402,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","CL100","Closed loop",2043,9532873363.16569,"Internal secondary material recovery"
"Other steels","Steel Intensive","CL100","Closed loop",2043,8209473009.02876,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","CL100","Closed loop",2043,775772763.00529,"Internal secondary material recovery"
"Cast Aluminum","Steel Intensive","CL100","Closed loop",2043,2114729554.70208,"Internal secondary material recovery"
"HSS/AHSS","Aluminum Maximum","CL100","Closed loop",2043,2648869031.13736,"Internal secondary material recovery"
"Other steels","Aluminum Maximum","CL100","Closed loop",2043,6698529700.87993,"Internal secondary material recovery"
"Wrought Aluminum","Aluminum Maximum","CL100","Closed loop",2043,4949027674.40296,"Internal secondary material recovery"
"Cast Aluminum","Aluminum Maximum","CL100","Closed loop",2043,3468097079.69745,"Internal secondary material recovery"
"HSS/AHSS","No Lightweighting","CL100","Closed loop",2043,6305855805.51269,"Internal secondary material recovery"
"Other steels","No Lightweighting","CL100","Closed loop",2043,12692105836.25,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","CL100","Closed loop",2043,812478450.453533,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","CL100","Closed loop",2043,2181848521.69723,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","BAU","Business-as-usual",2044,3644715985.30362,"Internal secondary material recovery"
"Other steels","Steel Intensive","BAU","Business-as-usual",2044,2485722143.40747,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","BAU","Business-as-usual",2044,224652641.038775,"Internal secondary material recovery"
"Cast Aluminum","Steel Intensive","BAU","Business-as-usual",2044,2365750398.25876,"Internal secondary material recovery"
"HSS/AHSS","Aluminum Maximum","BAU","Business-as-usual",2044,724538835.048566,"Internal secondary material recovery"
"Other steels","Aluminum Maximum","BAU","Business-as-usual",2044,1835526545.60228,"Internal secondary material recovery"
"Wrought Aluminum","Aluminum Maximum","BAU","Business-as-usual",2044,1764933296.35755,"Internal secondary material recovery"
"Cast Aluminum","Aluminum Maximum","BAU","Business-as-usual",2044,3619236144.44649,"Internal secondary material recovery"
"HSS/AHSS","No Lightweighting","BAU","Business-as-usual",2044,2234073125.22303,"Internal secondary material recovery"
"Other steels","No Lightweighting","BAU","Business-as-usual",2044,4442861191.19963,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","BAU","Business-as-usual",2044,238061968.417833,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","BAU","Business-as-usual",2044,2468028508.63021,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","CL100","Closed loop",2044,9912377755.92626,"Internal secondary material recovery"
"Other steels","Steel Intensive","CL100","Closed loop",2044,8353352077.73834,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","CL100","Closed loop",2044,801034776.745654,"Internal secondary material recovery"
"Cast Aluminum","Steel Intensive","CL100","Closed loop",2044,2115147604.42167,"Internal secondary material recovery"
"HSS/AHSS","Aluminum Maximum","CL100","Closed loop",2044,2683477166.84654,"Internal secondary material recovery"
"Other steels","Aluminum Maximum","CL100","Closed loop",2044,6764173984.1497,"Internal secondary material recovery"
"Wrought Aluminum","Aluminum Maximum","CL100","Closed loop",2044,5213180892.62318,"Internal secondary material recovery"
"Cast Aluminum","Aluminum Maximum","CL100","Closed loop",2044,3442508894.69309,"Internal secondary material recovery"
"HSS/AHSS","No Lightweighting","CL100","Closed loop",2044,6513266226.34726,"Internal secondary material recovery"
"Other steels","No Lightweighting","CL100","Closed loop",2044,13074734596.9682,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","CL100","Closed loop",2044,839829583.826187,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","CL100","Closed loop",2044,2184705079.603,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","BAU","Business-as-usual",2045,3687604597.71681,"Internal secondary material recovery"
"Other steels","Steel Intensive","BAU","Business-as-usual",2045,2514355816.58525,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","BAU","Business-as-usual",2045,227565781.391113,"Internal secondary material recovery"
"Cast Aluminum","Steel Intensive","BAU","Business-as-usual",2045,2395363291.47309,"Internal secondary material recovery"
"HSS/AHSS","Aluminum Maximum","BAU","Business-as-usual",2045,733551482.700093,"Internal secondary material recovery"
"Other steels","Aluminum Maximum","BAU","Business-as-usual",2045,1857149950.97472,"Internal secondary material recovery"
"Wrought Aluminum","Aluminum Maximum","BAU","Business-as-usual",2045,1786127476.72595,"Internal secondary material recovery"
"Cast Aluminum","Aluminum Maximum","BAU","Business-as-usual",2045,3663701829.43017,"Internal secondary material recovery"
"HSS/AHSS","No Lightweighting","BAU","Business-as-usual",2045,2260308612.42608,"Internal secondary material recovery"
"Other steels","No Lightweighting","BAU","Business-as-usual",2045,4494006853.96732,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","BAU","Business-as-usual",2045,241103303.910716,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","BAU","Business-as-usual",2045,2498721854.4162,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","CL100","Closed loop",2045,10284891524.1668,"Internal secondary material recovery"
"Other steels","Steel Intensive","CL100","Closed loop",2045,8497896468.16201,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","CL100","Closed loop",2045,827491534.924411,"Internal secondary material recovery"
"Cast Aluminum","Steel Intensive","CL100","Closed loop",2045,2118867195.95994,"Internal secondary material recovery"
"HSS/AHSS","Aluminum Maximum","CL100","Closed loop",2045,2716857343.33368,"Internal secondary material recovery"
"Other steels","Aluminum Maximum","CL100","Closed loop",2045,6828310596.091,"Internal secondary material recovery"
"Wrought Aluminum","Aluminum Maximum","CL100","Closed loop",2045,5485952306.70773,"Internal secondary material recovery"
"Cast Aluminum","Aluminum Maximum","CL100","Closed loop",2045,3412472482.69678,"Internal secondary material recovery"
"HSS/AHSS","No Lightweighting","CL100","Closed loop",2045,6708489190.61563,"Internal secondary material recovery"
"Other steels","No Lightweighting","CL100","Closed loop",2045,13465197253.3653,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","CL100","Closed loop",2045,868443197.29699,"Internal secondary material recovery"
