"Year","Technology","Size","Adj_stock","Survival_rate_mdl","AEO","Rel_value","Value"
2022,"BEV","Car","y",1,"REF",0.503102607642793,1252168
2036,"BEV","Car","y",1,"REF",0.503807384229615,1337074
2041,"PHEV","Car","y",1,"REF",0.5123877061455,1385792
2037,"BEV","Car","y",1,"REF",0.520526225561184,1385985
2042,"PHEV","Car","y",1,"REF",0.532281364718787,1445946
2023,"ICEV-D","Light truck","y",1,"REF",0.53239966475329,1330909
2026,"ICEV-D","Car","y",1,"REF",0.5357072259645,1358015
2038,"BEV","Car","y",1,"REF",0.535776927572138,1431653
2039,"BEV","Car","y",1,"REF",0.549768980960114,1474698
2043,"PHEV","Car","y",1,"REF",0.550853143473952,1503551
2040,"BEV","Car","y",1,"REF",0.562849764144311,1515812
2044,"PHEV","Car","y",1,"REF",0.568131131683622,1558841
2041,"BEV","Car","y",1,"REF",0.574852557626766,1554733
2045,"PHEV","Car","y",1,"REF",0.584088421433207,1611651
2042,"BEV","Car","y",1,"REF",0.5860128682169,1591908
2043,"BEV","Car","y",1,"REF",0.596313930841966,1627636
2027,"ICEV-D","Car","y",1,"REF",0.596511118479128,1519898
2046,"PHEV","Car","y",1,"REF",0.598564719933515,1661369
2024,"ICEV-D","Light truck","y",1,"REF",0.603940508383875,1516432
2044,"BEV","Car","y",1,"REF",0.605938848575507,1662578
2047,"PHEV","Car","y",1,"REF",0.611896720794489,1708648
2045,"BEV","Car","y",1,"REF",0.614967368408311,1696854
2046,"BEV","Car","y",1,"REF",0.623267234219939,1729933
2048,"PHEV","Car","y",1,"REF",0.624198124560678,1752833
2047,"BEV","Car","y",1,"REF",0.631362912808424,1763005
2049,"PHEV","Car","y",1,"REF",0.635362433513352,1794723
2048,"BEV","Car","y",1,"REF",0.639369044153437,1795435
2050,"PHEV","Car","y",1,"REF",0.645575295630198,1834690
2049,"BEV","Car","y",1,"REF",0.64707083740832,1827796
2050,"BEV","Car","y",1,"REF",0.654732402004289,1860714
2025,"ICEV-D","Light truck","y",1,"REF",0.668337727051576,1685790
2028,"ICEV-D","Car","y",1,"REF",0.668500778433426,1712599
2023,"BEV","Car","y",1,"REF",0.688933068326048,1722216
2026,"ICEV-D","Light truck","y",1,"REF",0.728500525409374,1846745
2029,"ICEV-D","Car","y",1,"REF",0.745397132164178,1919809
2027,"ICEV-D","Light truck","y",1,"REF",0.781483969102685,1991205
2030,"ICEV-D","Car","y",1,"REF",0.824837832474177,2135916
2028,"ICEV-D","Light truck","y",1,"REF",0.828590140715553,2122724
2029,"ICEV-D","Light truck","y",1,"REF",0.869300284727324,2238928
2024,"BEV","Car","y",1,"REF",0.89248886230396,2240947
2031,"ICEV-D","Car","y",1,"REF",0.901292521821951,2346226
2030,"ICEV-D","Light truck","y",1,"REF",0.904155133382797,2341308
2031,"ICEV-D","Light truck","y",1,"REF",0.935059693123093,2434128
2032,"ICEV-D","Light truck","y",1,"REF",0.960741283042876,2512690
2032,"ICEV-D","Car","y",1,"REF",0.97345652104183,2545945
2033,"ICEV-D","Light truck","y",1,"REF",0.981585616724746,2577397
2034,"ICEV-D","Light truck","y",1,"REF",0.998268366774168,2630977
2035,"ICEV-D","Light truck","y",1,"REF",1.01093587153427,2673783
2036,"ICEV-D","Light truck","y",1,"REF",1.02007586934359,2707219
2037,"ICEV-D","Light truck","y",1,"REF",1.02597805880097,2731832
2044,"ICEV-D","Light truck","y",1,"REF",1.02669762314335,2817058
2043,"ICEV-D","Light truck","y",1,"REF",1.02672428972745,2802439
2045,"ICEV-D","Light truck","y",1,"REF",1.02723282261402,2834401
2042,"ICEV-D","Light truck","y",1,"REF",1.02801837168166,2792619
2046,"ICEV-D","Light truck","y",1,"REF",1.02833493031031,2854234
2041,"ICEV-D","Light truck","y",1,"REF",1.02945340816495,2784236
2038,"ICEV-D","Light truck","y",1,"REF",1.02947431945152,2750865
2040,"ICEV-D","Light truck","y",1,"REF",1.03077925769556,2775994
2047,"ICEV-D","Light truck","y",1,"REF",1.03080715315177,2878405
2039,"ICEV-D","Light truck","y",1,"REF",1.03087098865451,2765204
2048,"ICEV-D","Light truck","y",1,"REF",1.03523240066851,2907073
2033,"ICEV-D","Car","y",1,"REF",1.0387788314261,2727572
2049,"ICEV-D","Light truck","y",1,"REF",1.04189005507474,2943051
2050,"ICEV-D","Light truck","y",1,"REF",1.04949855130946,2982618
2034,"ICEV-D","Car","y",1,"REF",1.10013664406234,2899455
2025,"BEV","Car","y",1,"REF",1.13652658335025,2866732
2035,"ICEV-D","Car","y",1,"REF",1.1543673274459,3053139
2036,"ICEV-D","Car","y",1,"REF",1.20103519942794,3187474
2037,"ICEV-D","Car","y",1,"REF",1.24004434465739,3301818
2050,"ICEV-D","Car","y",1,"REF",1.24705932111724,3544075
2049,"ICEV-D","Car","y",1,"REF",1.26759500282221,3580605
2038,"ICEV-D","Car","y",1,"REF",1.27203276719721,3399007
2048,"ICEV-D","Car","y",1,"REF",1.28597919151797,3611204
2015,"FFV","Car","y",1,"REF",1.29382625462135,3084771
2039,"ICEV-D","Car","y",1,"REF",1.29700248299301,3479074
2047,"ICEV-D","Car","y",1,"REF",1.30275655596454,3637791
2015,"HEV","Car","y",1,"REF",1.30792140953327,3118377
2040,"ICEV-D","Car","y",1,"REF",1.31564032559907,3543154
2046,"ICEV-D","Car","y",1,"REF",1.31727839958778,3656222
2041,"ICEV-D","Car","y",1,"REF",1.32821029435734,3592247
2045,"ICEV-D","Car","y",1,"REF",1.32842169994505,3665459
2044,"ICEV-D","Car","y",1,"REF",1.33533217319498,3663891
2042,"ICEV-D","Car","y",1,"REF",1.33556958754642,3628084
2043,"ICEV-D","Car","y",1,"REF",1.33769864360046,3651242
2026,"BEV","Car","y",1,"REF",1.39530467033632,3537090
2016,"HEV","Car","y",1,"REF",1.41932392647193,3395372
2016,"FFV","Car","y",1,"REF",1.46884349908478,3513835
2017,"HEV","Car","y",1,"REF",1.5789536090436,3809831
2017,"FFV","Car","y",1,"REF",1.60740131569472,3878472
2027,"BEV","Car","y",1,"REF",1.66672388193981,4246778
2018,"FFV","Car","y",1,"REF",1.74688797815067,4248530
2018,"HEV","Car","y",1,"REF",1.75958505237759,4279410
2019,"FFV","Car","y",1,"REF",1.89088789473098,4631986
2019,"HEV","Car","y",1,"REF",1.89780035187603,4648919
2028,"BEV","Car","y",1,"REF",1.95052059284554,4996942
2020,"FFV","Car","y",1,"REF",2.03572730494702,5020260
2020,"HEV","Car","y",1,"REF",2.0391371743377,5028669
2021,"FFV","Car","y",1,"REF",2.17859693676626,5399568
2021,"HEV","Car","y",1,"REF",2.18098148084391,5405478
2029,"BEV","Car","y",1,"REF",2.24462492873857,5781148
2022,"FFV","Car","y",1,"REF",2.245543899458,5588916
2023,"FFV","Car","y",1,"REF",2.28955309432661,5723495
2022,"HEV","Car","y",1,"REF",2.3233829573851,5782649
2024,"FFV","Car","y",1,"REF",2.32871144595887,5847153
2025,"FFV","Car","y",1,"REF",2.36648383053368,5969130
2026,"FFV","Car","y",1,"REF",2.39827992700293,6079627
2027,"FFV","Car","y",1,"REF",2.42948203194411,6190270
2028,"FFV","Car","y",1,"REF",2.4579479546663,6296895
2023,"HEV","Car","y",1,"REF",2.46418172366996,6160037
2029,"FFV","Car","y",1,"REF",2.48384821909432,6397280
2030,"FFV","Car","y",1,"REF",2.50728239576619,6492603
2050,"FFV","Car","y",1,"REF",2.51975882157922,7161018
2031,"FFV","Car","y",1,"REF",2.5251829948891,6573504
2032,"FFV","Car","y",1,"REF",2.54034358045143,6643928
2049,"FFV","Car","y",1,"REF",2.54348674781121,7184646
2030,"BEV","Car","y",1,"REF",2.54535772781606,6591199
2033,"FFV","Car","y",1,"REF",2.55529419431763,6709560
2048,"FFV","Car","y",1,"REF",2.56640523247659,7206814
2034,"FFV","Car","y",1,"REF",2.57025579937998,6774014
2035,"FFV","Car","y",1,"REF",2.58492629906237,6836766
2047,"FFV","Car","y",1,"REF",2.58669797749893,7223043
2036,"FFV","Car","y",1,"REF",2.59790874535102,6894691
2046,"FFV","Car","y",1,"REF",2.60053986184138,7218027
2024,"HEV","Car","y",1,"REF",2.60400676360862,6538391
2037,"FFV","Car","y",1,"REF",2.60984233431754,6949126
2045,"FFV","Car","y",1,"REF",2.61161893270895,7206132
2038,"FFV","Car","y",1,"REF",2.62013997286515,7001293
2044,"FFV","Car","y",1,"REF",2.62146988707393,7192802
2039,"FFV","Car","y",1,"REF",2.62818821379078,7049841
2043,"FFV","Car","y",1,"REF",2.63043329499486,7179755
2040,"FFV","Car","y",1,"REF",2.63345509513896,7092164
2042,"FFV","Car","y",1,"REF",2.63473286226514,7157270
2041,"FFV","Car","y",1,"REF",2.63570718317765,7128473
2025,"HEV","Car","y",1,"REF",2.73109280760905,6888806
2026,"HEV","Car","y",1,"REF",2.85286469667389,7231997
2031,"BEV","Car","y",1,"REF",2.85488637459412,7431781
2027,"HEV","Car","y",1,"REF",2.97117834154487,7570501
2028,"HEV","Car","y",1,"REF",3.08583473035088,7905447
2032,"BEV","Car","y",1,"REF",3.17011702580462,8291016
2029,"HEV","Car","y",1,"REF",3.19615574432804,8231865
2030,"HEV","Car","y",1,"REF",3.30160504848411,8549500
2031,"HEV","Car","y",1,"REF",3.40347325907936,8859851
2033,"BEV","Car","y",1,"REF",3.49286988463869,9171398
2032,"HEV","Car","y",1,"REF",3.50022379851238,9154366
2033,"HEV","Car","y",1,"REF",3.5913526586213,9429989
2034,"HEV","Car","y",1,"REF",3.67659420668651,9689814
2035,"HEV","Car","y",1,"REF",3.75514588837313,9931832
2034,"BEV","Car","y",1,"REF",3.82366762762188,10077432
2036,"HEV","Car","y",1,"REF",3.82711452581423,10156928
2037,"HEV","Car","y",1,"REF",3.89340554599956,10366820
2038,"HEV","Car","y",1,"REF",3.9535452943477,10564294
2039,"HEV","Car","y",1,"REF",4.00817733165321,10751518
2040,"HEV","Car","y",1,"REF",4.0579951082512,10928596
2041,"HEV","Car","y",1,"REF",4.10365060452578,11098639
2042,"HEV","Car","y",1,"REF",4.14401229755757,11257238
2035,"BEV","Car","y",1,"REF",4.15966648295934,11001732
2043,"HEV","Car","y",1,"REF",4.17910391767023,11406844
2044,"HEV","Car","y",1,"REF",4.20934297249768,11549616
2045,"HEV","Car","y",1,"REF",4.23495064942445,11685324
2046,"HEV","Car","y",1,"REF",4.25559642965875,11811782
2047,"HEV","Car","y",1,"REF",4.27210127327489,11929329
2048,"HEV","Car","y",1,"REF",4.28521857298887,12033475
2049,"HEV","Car","y",1,"REF",4.29464240706715,12131176
2050,"HEV","Car","y",1,"REF",4.30047012156249,12221703
2036,"BEV","Car","y",1,"REF",4.49815598051058,11937831
2037,"BEV","Car","y",1,"REF",4.84056358908264,12888781
2038,"BEV","Car","y",1,"REF",5.18308462019073,13849754
2039,"BEV","Car","y",1,"REF",5.52336871957289,14815861
2050,"FFV","Light truck","y",1,"REF",5.66735122112463,16106305
2049,"FFV","Light truck","y",1,"REF",5.73425922134338,16197695
2048,"FFV","Light truck","y",1,"REF",5.80195905351637,16292688
2015,"FFV","Light truck","y",1,"REF",5.83022054144395,13900549
2040,"BEV","Car","y",1,"REF",5.86010339874537,15781858
2047,"FFV","Light truck","y",1,"REF",5.86527499252403,16378075
2046,"FFV","Light truck","y",1,"REF",5.9097209426885,16402950
2045,"FFV","Light truck","y",1,"REF",5.94769479018748,16411228
2044,"FFV","Light truck","y",1,"REF",5.98489047834753,16421372
2035,"FFV","Light truck","y",1,"REF",6.00525965246482,15883066
2036,"FFV","Light truck","y",1,"REF",6.00896508215353,15947426
2034,"FFV","Light truck","y",1,"REF",6.01260737838931,15846472
2043,"FFV","Light truck","y",1,"REF",6.0209815061846,16434240
2037,"FFV","Light truck","y",1,"REF",6.02108703103774,16032115
2033,"FFV","Light truck","y",1,"REF",6.03359908942385,15842714
2038,"FFV","Light truck","y",1,"REF",6.0382002441759,16134714
2042,"FFV","Light truck","y",1,"REF",6.04336178936266,16416834
2039,"FFV","Light truck","y",1,"REF",6.05278201692972,16235957
2041,"FFV","Light truck","y",1,"REF",6.05626981985083,16379648
2040,"FFV","Light truck","y",1,"REF",6.05924622299255,16318170
2032,"FFV","Light truck","y",1,"REF",6.06638556361699,15865818
2031,"FFV","Light truck","y",1,"REF",6.108988821615,15902793
2030,"FFV","Light truck","y",1,"REF",6.15281432336251,15932701
2041,"BEV","Car","y",1,"REF",6.18880256021109,16738093
2029,"FFV","Light truck","y",1,"REF",6.18921443594284,15940643
2016,"FFV","Light truck","y",1,"REF",6.19925874596819,14830152
2028,"FFV","Light truck","y",1,"REF",6.22828322662179,15955930
2027,"FFV","Light truck","y",1,"REF",6.26730044941142,15968952
2026,"FFV","Light truck","y",1,"REF",6.30774642159612,15990104
2025,"FFV","Light truck","y",1,"REF",6.35918120047195,16040160
2024,"FFV","Light truck","y",1,"REF",6.41439149506579,16105872
2023,"FFV","Light truck","y",1,"REF",6.48221750541382,16204446
2042,"BEV","Car","y",1,"REF",6.50802359456551,17679091
2017,"FFV","Light truck","y",1,"REF",6.51484104227944,15719552
2022,"FFV","Light truck","y",1,"REF",6.5399779176427,16277298
2018,"FFV","Light truck","y",1,"REF",6.573917170957,15988137
2021,"FFV","Light truck","y",1,"REF",6.58260211383336,16314724
2020,"FFV","Light truck","y",1,"REF",6.60966463145841,16299941
2019,"FFV","Light truck","y",1,"REF",6.61053099395068,16193391
2043,"BEV","Car","y",1,"REF",6.81744270381895,18608177
2044,"BEV","Car","y",1,"REF",7.11706717430528,19527844
2045,"BEV","Car","y",1,"REF",7.4063583601769,20436058
2046,"BEV","Car","y",1,"REF",7.68309478621414,21325105
2047,"BEV","Car","y",1,"REF",7.9506654347473,22201277
2048,"BEV","Car","y",1,"REF",8.21080138422373,23057044
2049,"BEV","Car","y",1,"REF",8.46347319434157,23906969
2050,"BEV","Car","y",1,"REF",8.71031706516007,24754249
2050,"ICEV-G","Light truck","y",1,"REF",31.8177169318289,90424227
2049,"ICEV-G","Light truck","y",1,"REF",31.8510841410977,89970496
2048,"ICEV-G","Light truck","y",1,"REF",31.8945031444421,89564091
2047,"ICEV-G","Light truck","y",1,"REF",31.9538274258996,89227220
2046,"ICEV-G","Light truck","y",1,"REF",32.0408532835842,88932205
2045,"ICEV-G","Light truck","y",1,"REF",32.1464171571305,88700278
2044,"ICEV-G","Light truck","y",1,"REF",32.2704759481571,88543891
2043,"ICEV-G","Light truck","y",1,"REF",32.4078447355969,88457056
2042,"ICEV-G","Light truck","y",1,"REF",32.5718373842525,88481621
2041,"ICEV-G","Light truck","y",1,"REF",32.7612847878292,88605417
2040,"ICEV-G","Light truck","y",1,"REF",32.9758411591872,88807314
2039,"ICEV-G","Light truck","y",1,"REF",33.2156847740952,89097613
2038,"ICEV-G","Light truck","y",1,"REF",33.4796269046883,89461128
2037,"ICEV-G","Light truck","y",1,"REF",33.7641461809244,89902483
2036,"ICEV-G","Light truck","y",1,"REF",34.0675864926761,90413292
2035,"ICEV-G","Light truck","y",1,"REF",34.3785012733911,90926294
2034,"ICEV-G","Light truck","y",1,"REF",34.7002373657059,91453891
2033,"ICEV-G","Light truck","y",1,"REF",35.0269260741929,91971900
2032,"ICEV-G","Light truck","y",1,"REF",35.3503273276205,92454041
2031,"ICEV-G","Light truck","y",1,"REF",35.6713267606473,92858858
2030,"ICEV-G","Light truck","y",1,"REF",36.0051490286863,93235265
2029,"ICEV-G","Light truck","y",1,"REF",36.3537640223829,93631006
2028,"ICEV-G","Light truck","y",1,"REF",36.7147782187845,94057770
2027,"ICEV-G","Light truck","y",1,"REF",37.0868542328403,94496538
2026,"ICEV-G","Light truck","y",1,"REF",37.4709574348071,94988680
2025,"ICEV-G","Light truck","y",1,"REF",37.8593065571579,95494894
2024,"ICEV-G","Light truck","y",1,"REF",38.2900350102867,96142308
2023,"ICEV-G","Light truck","y",1,"REF",38.7290703072226,96816117
2022,"ICEV-G","Light truck","y",1,"REF",39.1753006194255,97503088
2021,"ICEV-G","Light truck","y",1,"REF",39.6351387722546,98234154
2020,"ICEV-G","Light truck","y",1,"REF",40.1372700930335,98981593
2019,"ICEV-G","Light truck","y",1,"REF",40.6114340017876,99483208
2050,"ICEV-G","Car","y",1,"REF",40.7681634885507,115860911
2049,"ICEV-G","Car","y",1,"REF",40.9279126568151,115610024
2018,"ICEV-G","Light truck","y",1,"REF",40.9686370959291,99638034
2048,"ICEV-G","Car","y",1,"REF",41.0882014944264,115381243
2047,"ICEV-G","Car","y",1,"REF",41.2513250839276,115189364
2017,"ICEV-G","Light truck","y",1,"REF",41.3775786922288,99839274
2046,"ICEV-G","Car","y",1,"REF",41.4239684449411,114975866
2045,"ICEV-G","Car","y",1,"REF",41.6044708531487,114797494
2044,"ICEV-G","Car","y",1,"REF",41.7935060711477,114673228
2016,"ICEV-G","Light truck","y",1,"REF",41.9709447022967,100404825
2043,"ICEV-G","Car","y",1,"REF",41.9937125516375,114621636
2042,"ICEV-G","Car","y",1,"REF",42.2077852995698,114657740
2041,"ICEV-G","Car","y",1,"REF",42.4349883269546,114768693
2040,"ICEV-G","Car","y",1,"REF",42.6759921348848,114930813
2039,"ICEV-G","Car","y",1,"REF",42.930163933787,115155691
2038,"ICEV-G","Car","y",1,"REF",43.1930530702504,115416437
2015,"ICEV-G","Light truck","y",1,"REF",43.3091716027146,103258746
2037,"ICEV-G","Car","y",1,"REF",43.4649258779345,115732373
2036,"ICEV-G","Car","y",1,"REF",43.7384207722916,116079095
2035,"ICEV-G","Car","y",1,"REF",44.0161687097169,116416567
2034,"ICEV-G","Car","y",1,"REF",44.2955682731057,116742777
2033,"ICEV-G","Car","y",1,"REF",44.576345075298,117046273
2032,"ICEV-G","Car","y",1,"REF",44.8601817250115,117325790
2031,"ICEV-G","Car","y",1,"REF",45.1523430622292,117539643
2030,"ICEV-G","Car","y",1,"REF",45.4469366090672,117684756
2029,"ICEV-G","Car","y",1,"REF",45.7469550506825,117823657
2028,"ICEV-G","Car","y",1,"REF",46.0391758547714,117945482
2027,"ICEV-G","Car","y",1,"REF",46.3208679169309,118024614
2026,"ICEV-G","Car","y",1,"REF",46.5847830516603,118092180
2025,"ICEV-G","Car","y",1,"REF",46.834593919406,118133822
2024,"ICEV-G","Car","y",1,"REF",47.0377163960318,118106829
2023,"ICEV-G","Car","y",1,"REF",47.1792747240698,117940197
2015,"ICEV-G","Car","y",1,"REF",47.2036629887635,112544084
2022,"ICEV-G","Car","y",1,"REF",47.2926994028656,117706416
2021,"ICEV-G","Car","y",1,"REF",47.3823816673734,117435395
2020,"ICEV-G","Car","y",1,"REF",47.4773470766844,117082787
2019,"ICEV-G","Car","y",1,"REF",47.5626536493936,116511162
2018,"ICEV-G","Car","y",1,"REF",47.6904583234677,115985882
2017,"ICEV-G","Car","y",1,"REF",47.7625875196134,115245556
2016,"ICEV-G","Car","y",1,"REF",47.870478421239,114517961
