"Scenario","Size","Technology","Subcomponent","feature_wgt","Case","Year","value"
"BAU","Car","PHEV20","Exterior","n","Low",2019,-0.18001332962465
"BAU","Light truck","PHEV20","Exterior","n","Low",2019,-0.286386343607674
"BAU","Car","PHEV40","Exterior","n","Low",2019,-0.414685253102668
"BAU","Light truck","PHEV40","Exterior","n","Low",2019,-0.853866963258461
"BAU","Car","PHEV20","Generator","n","Low",2019,-0.423103239298811
"BAU","Light truck","PHEV20","Generator","n","Low",2019,-0.730605486418497
"BAU","Car","PHEV40","Generator","n","Low",2019,-1.43756588326786
"BAU","Light truck","PHEV40","Generator","n","Low",2019,-3.17669098645916
"BAU","Car","BEV100","Interior","n","Low",2019,-1.28099234588723
"BAU","Light truck","BEV100","Interior","n","Low",2019,-2.61749171417259
"BAU","Car","BEV300","Interior","n","Low",2019,-5.96769483234362
"BAU","Light truck","BEV300","Interior","n","Low",2019,-9.64580707477413
"BAU","Car","PHEV20","Interior","n","Low",2019,-0.405029991655539
"BAU","Light truck","PHEV20","Interior","n","Low",2019,-0.644369273117178
"BAU","Car","PHEV40","Interior","n","Low",2019,-0.933041819480991
"BAU","Light truck","PHEV40","Interior","n","Low",2019,-1.9212006673315
"BAU","Car","BEV100","Tires","n","Low",2019,-1.24540922516811
"BAU","Light truck","BEV100","Tires","n","Low",2019,-2.54478361100115
"BAU","Car","BEV300","Tires","n","Low",2019,-5.80192553144521
"BAU","Light truck","BEV300","Tires","n","Low",2019,-9.37786798936374
"BAU","Car","PHEV20","Tires","n","Low",2019,-0.393779158553919
"BAU","Light truck","PHEV20","Tires","n","Low",2019,-0.626470126641795
"BAU","Car","PHEV40","Tires","n","Low",2019,-0.907123991162052
"BAU","Light truck","PHEV40","Tires","n","Low",2019,-1.86783398212791
"BAU","Car","BEV100","Traction Motor","n","Low",2019,-3.46591405231401
"BAU","Light truck","BEV100","Traction Motor","n","Low",2019,-7.18589179343857
"BAU","Car","BEV300","Traction Motor","n","Low",2019,-19.4497172518158
"BAU","Light truck","BEV300","Traction Motor","n","Low",2019,-32.2732785554426
"BAU","Car","PHEV20","Traction Motor","n","Low",2019,-0.299671928539162
"BAU","Light truck","PHEV20","Traction Motor","n","Low",2019,-0.555699417148176
"BAU","Car","PHEV40","Traction Motor","n","Low",2019,-1.16498414698339
"BAU","Light truck","PHEV40","Traction Motor","n","Low",2019,-2.70131275320989
"BAU","Car","BEV100","Transmission","n","Low",2019,-4.98163690067241
"BAU","Light truck","BEV100","Transmission","n","Low",2019,-10.1791344440046
"BAU","Car","BEV300","Transmission","n","Low",2019,-23.2077021257808
"BAU","Light truck","BEV300","Transmission","n","Low",2019,-37.511471957455
"BAU","Car","PHEV20","Transmission","n","Low",2019,-1.57511663421568
"BAU","Light truck","PHEV20","Transmission","n","Low",2019,-2.50588050656717
"BAU","Car","PHEV40","Transmission","n","Low",2019,-3.62849596464824
"BAU","Light truck","PHEV40","Transmission","n","Low",2019,-7.47133592851162
"BAU","Car","BEV100","Wheels","n","Low",2019,-1.24540922516811
"BAU","Light truck","BEV100","Wheels","n","Low",2019,-2.54478361100117
"BAU","Car","BEV300","Wheels","n","Low",2019,-5.80192553144521
"BAU","Light truck","BEV300","Wheels","n","Low",2019,-9.37786798936374
"BAU","Car","PHEV20","Wheels","n","Low",2019,-0.393779158553919
"BAU","Light truck","PHEV20","Wheels","n","Low",2019,-0.626470126641788
"BAU","Car","PHEV40","Wheels","n","Low",2019,-0.907123991162056
"BAU","Light truck","PHEV40","Wheels","n","Low",2019,-1.86783398212791
"BAU","Car","BEV100","Body","n","Low",2020,-9.33375195391676
"BAU","Light truck","BEV100","Body","n","Low",2020,-19.0322034896665
"BAU","Car","BEV300","Body","n","Low",2020,-43.3637573026393
"BAU","Light truck","BEV300","Body","n","Low",2020,-69.5571371603626
"BAU","Car","PHEV20","Body","n","Low",2020,-3.08382403352374
"BAU","Light truck","PHEV20","Body","n","Low",2020,-4.81393402819344
"BAU","Car","PHEV40","Body","n","Low",2020,-7.09498075958862
"BAU","Light truck","PHEV40","Body","n","Low",2020,-14.5839361746048
"BAU","Car","BEV100","Chassis","n","Low",2020,-11.9641729591117
"BAU","Light truck","BEV100","Chassis","n","Low",2020,-24.3958244731181
"BAU","Car","BEV300","Chassis","n","Low",2020,-55.584452542474
"BAU","Light truck","BEV300","Chassis","n","Low",2020,-89.1596030873739
"BAU","Car","PHEV20","Chassis","n","Low",2020,-3.95290171569849
"BAU","Light truck","PHEV20","Chassis","n","Low",2020,-6.17058816341159
"BAU","Car","PHEV40","Chassis","n","Low",2020,-9.09447533729099
"BAU","Light truck","PHEV40","Chassis","n","Low",2020,-18.6939545510844
"BAU","Car","BEV100","Electronic Controller","n","Low",2020,-3.37874294565725
"BAU","Light truck","BEV100","Electronic Controller","n","Low",2020,-6.81446227326036
"BAU","Car","BEV300","Electronic Controller","n","Low",2020,-12.9913582329404
"BAU","Light truck","BEV300","Electronic Controller","n","Low",2020,-20.3101618497173
"BAU","Car","PHEV20","Electronic Controller","n","Low",2020,-0.279893161589662
"BAU","Light truck","PHEV20","Electronic Controller","n","Low",2020,-0.484728550401151
"BAU","Car","PHEV40","Electronic Controller","n","Low",2020,-0.660466870163688
"BAU","Light truck","PHEV40","Electronic Controller","n","Low",2020,-1.43283533649281
"BAU","Car","PHEV20","Engine","n","Low",2020,-2.1289203142727
"BAU","Light truck","PHEV20","Engine","n","Low",2020,-3.21745255957097
"BAU","Car","PHEV40","Engine","n","Low",2020,-5.13538969863376
"BAU","Light truck","PHEV40","Engine","n","Low",2020,-9.80165720132899
"BAU","Car","BEV100","EV Battery","n","Low",2020,-44.927224819106
"BAU","Light truck","BEV100","EV Battery","n","Low",2020,-91.5644755627153
"BAU","Car","BEV300","EV Battery","n","Low",2020,-207.524301917613
"BAU","Light truck","BEV300","EV Battery","n","Low",2020,-332.44523401146
"BAU","Car","PHEV20","EV Battery","n","Low",2020,-14.0176299192939
"BAU","Light truck","PHEV20","EV Battery","n","Low",2020,-21.7708615627396
"BAU","Car","PHEV40","EV Battery","n","Low",2020,-30.8266426742371
"BAU","Light truck","PHEV40","EV Battery","n","Low",2020,-63.4025001017501
"BAU","Car","BEV100","Exterior","n","Low",2020,-0.678818323921213
"BAU","Light truck","BEV100","Exterior","n","Low",2020,-1.38416025379394
"BAU","Car","BEV300","Exterior","n","Low",2020,-3.15372780382831
"BAU","Light truck","BEV300","Exterior","n","Low",2020,-5.05870088439003
"BAU","Car","PHEV20","Exterior","n","Low",2020,-0.224278111528996
"BAU","Light truck","PHEV20","Exterior","n","Low",2020,-0.350104292959514
"BAU","Car","PHEV40","Exterior","n","Low",2020,-0.515998600697365
"BAU","Light truck","PHEV40","Exterior","n","Low",2020,-1.06064990360762
"BAU","Car","PHEV20","Generator","n","Low",2020,-0.526286815061887
"BAU","Light truck","PHEV20","Generator","n","Low",2020,-0.893168736509544
"BAU","Car","PHEV40","Generator","n","Low",2020,-1.78878513447588
"BAU","Light truck","PHEV40","Generator","n","Low",2020,-3.94422436935963
"BAU","Car","BEV100","Interior","n","Low",2020,-1.52734122882282
"BAU","Light truck","BEV100","Interior","n","Low",2020,-3.11436057103631
"BAU","Car","BEV300","Interior","n","Low",2020,-7.0958875586137
"BAU","Light truck","BEV300","Interior","n","Low",2020,-11.3820769898775
"BAU","Car","PHEV20","Interior","n","Low",2020,-0.504625750940278
"BAU","Light truck","PHEV20","Interior","n","Low",2020,-0.787734659158815
"BAU","Car","PHEV40","Interior","n","Low",2020,-1.16099685156911
"BAU","Light truck","PHEV40","Interior","n","Low",2020,-2.38646228311714
"BAU","Car","BEV100","Tires","n","Low",2020,-1.48491508357769
"BAU","Light truck","BEV100","Tires","n","Low",2020,-3.02785055517422
"BAU","Car","BEV300","Tires","n","Low",2020,-6.89877957087445
"BAU","Light truck","BEV300","Tires","n","Low",2020,-11.0659081846032
"BAU","Car","PHEV20","Tires","n","Low",2020,-0.490608368969678
"BAU","Light truck","PHEV20","Tires","n","Low",2020,-0.765853140848954
"BAU","Car","PHEV40","Tires","n","Low",2020,-1.12874693902547
"BAU","Light truck","PHEV40","Tires","n","Low",2020,-2.3201716641417
"BAU","Car","BEV100","Traction Motor","n","Low",2020,-4.13274775815192
"BAU","Light truck","BEV100","Traction Motor","n","Low",2020,-8.54744176960511
"BAU","Car","BEV300","Traction Motor","n","Low",2020,-23.1098126951833
"BAU","Light truck","BEV300","Traction Motor","n","Low",2020,-38.0292474579512
"BAU","Car","PHEV20","Traction Motor","n","Low",2020,-0.372753905395989
"BAU","Light truck","PHEV20","Traction Motor","n","Low",2020,-0.679345221901357
"BAU","Car","PHEV40","Traction Motor","n","Low",2020,-1.44960752636035
"BAU","Light truck","PHEV40","Traction Motor","n","Low",2020,-3.35398804475733
"BAU","Car","BEV100","Transmission","n","Low",2020,-5.93966033431074
"BAU","Light truck","BEV100","Transmission","n","Low",2020,-12.1114022206969
"BAU","Car","BEV300","Transmission","n","Low",2020,-27.5951182834977
"BAU","Light truck","BEV300","Transmission","n","Low",2020,-44.2636327384126
"BAU","Car","PHEV20","Transmission","n","Low",2020,-1.96243347587868
"BAU","Light truck","PHEV20","Transmission","n","Low",2020,-3.06341256339581
"BAU","Car","PHEV40","Transmission","n","Low",2020,-4.51498775610189
"BAU","Light truck","PHEV40","Transmission","n","Low",2020,-9.28068665656676
"BAU","Car","BEV100","Wheels","n","Low",2020,-1.48491508357769
"BAU","Light truck","BEV100","Wheels","n","Low",2020,-3.02785055517424
"BAU","Car","BEV300","Wheels","n","Low",2020,-6.89877957087445
"BAU","Light truck","BEV300","Wheels","n","Low",2020,-11.0659081846031
"BAU","Car","PHEV20","Wheels","n","Low",2020,-0.490608368969678
"BAU","Light truck","PHEV20","Wheels","n","Low",2020,-0.76585314084895
"BAU","Car","PHEV40","Wheels","n","Low",2020,-1.12874693902547
"BAU","Light truck","PHEV40","Wheels","n","Low",2020,-2.3201716641417
"BAU","Car","BEV100","Body","n","Low",2021,-10.6931565817796
"BAU","Light truck","BEV100","Body","n","Low",2021,-21.7663999482276
"BAU","Car","BEV300","Body","n","Low",2021,-49.6383523275306
"BAU","Light truck","BEV300","Body","n","Low",2021,-80.1686264680384
"BAU","Car","PHEV20","Body","n","Low",2021,-3.61067484211702
"BAU","Light truck","PHEV20","Body","n","Low",2021,-5.71517309738874
"BAU","Car","PHEV40","Body","n","Low",2021,-8.18231790318225
"BAU","Light truck","PHEV40","Body","n","Low",2021,-16.7962212391769
"BAU","Car","BEV100","Chassis","n","Low",2021,-13.7066825275541
"BAU","Light truck","BEV100","Chassis","n","Low",2021,-27.9005672063646
"BAU","Car","BEV300","Chassis","n","Low",2021,-63.6273425289256
"BAU","Light truck","BEV300","Chassis","n","Low",2021,-102.761603018122
"BAU","Car","PHEV20","Chassis","n","Low",2021,-4.62822866125902
"BAU","Light truck","PHEV20","Chassis","n","Low",2021,-7.32581278847107
"BAU","Car","PHEV40","Chassis","n","Low",2021,-10.4882438577156
"BAU","Light truck","PHEV40","Chassis","n","Low",2021,-21.5297017702177
"BAU","Car","BEV100","Electronic Controller","n","Low",2021,-3.87109904540263
"BAU","Light truck","BEV100","Electronic Controller","n","Low",2021,-7.79192645957201
"BAU","Car","BEV300","Electronic Controller","n","Low",2021,-14.8620886778018
"BAU","Light truck","BEV300","Electronic Controller","n","Low",2021,-23.3761339899272
"BAU","Car","PHEV20","Electronic Controller","n","Low",2021,-0.327404240245365
"BAU","Light truck","PHEV20","Electronic Controller","n","Low",2021,-0.575479683862966
"BAU","Car","PHEV40","Electronic Controller","n","Low",2021,-0.761690936872
"BAU","Light truck","PHEV40","Electronic Controller","n","Low",2021,-1.64976595935367
"BAU","Car","PHEV20","Engine","n","Low",2021,-2.49029856277534
"BAU","Light truck","PHEV20","Engine","n","Low",2021,-3.81982571543122
"BAU","Car","PHEV40","Engine","n","Low",2021,-5.92244663201006
"BAU","Light truck","PHEV40","Engine","n","Low",2021,-11.2856236750743
"BAU","Car","BEV100","EV Battery","n","Low",2021,-51.4700201351057
"BAU","Light truck","BEV100","EV Battery","n","Low",2021,-104.722182022337
"BAU","Car","BEV300","EV Battery","n","Low",2021,-237.577618851707
"BAU","Light truck","BEV300","EV Battery","n","Low",2021,-383.25573638739
"BAU","Car","PHEV20","EV Battery","n","Low",2021,-16.416074586742
"BAU","Light truck","PHEV20","EV Battery","n","Low",2021,-25.8466553376783
"BAU","Car","PHEV40","EV Battery","n","Low",2021,-35.5508989028946
"BAU","Light truck","PHEV40","EV Battery","n","Low",2021,-73.0256766680132
"BAU","Car","BEV100","Exterior","n","Low",2021,-0.777684115038518
"BAU","Light truck","BEV100","Exterior","n","Low",2021,-1.58301090532566
"BAU","Car","BEV300","Exterior","n","Low",2021,-3.61006198745677
"BAU","Light truck","BEV300","Exterior","n","Low",2021,-5.83044556131191
"BAU","Car","PHEV20","Exterior","n","Low",2021,-0.262594533972155
"BAU","Light truck","PHEV20","Exterior","n","Low",2021,-0.41564895253736
"BAU","Car","PHEV40","Exterior","n","Low",2021,-0.595077665685999
"BAU","Light truck","PHEV40","Exterior","n","Low",2021,-1.22154336284922
"BAU","Car","PHEV20","Generator","n","Low",2021,-0.615622524887208
"BAU","Light truck","PHEV20","Generator","n","Low",2021,-1.0603882558546
"BAU","Car","PHEV40","Generator","n","Low",2021,-2.06293682013749
"BAU","Light truck","PHEV40","Generator","n","Low",2021,-4.5413781576257
"BAU","Car","BEV100","Interior","n","Low",2021,-1.74978925883678
"BAU","Light truck","BEV100","Interior","n","Low",2021,-3.56177453698265
"BAU","Car","BEV300","Interior","n","Low",2021,-8.12263947177775
"BAU","Light truck","BEV300","Interior","n","Low",2021,-13.1185025129517
"BAU","Car","PHEV20","Interior","n","Low",2021,-0.590837701437351
"BAU","Light truck","PHEV20","Interior","n","Low",2021,-0.935210143208963
"BAU","Car","PHEV40","Interior","n","Low",2021,-1.33892474779353
"BAU","Light truck","PHEV40","Interior","n","Low",2021,-2.74847256641073
"BAU","Car","BEV100","Tires","n","Low",2021,-1.70118400164678
"BAU","Light truck","BEV100","Tires","n","Low",2021,-3.46283635539985
"BAU","Car","BEV300","Tires","n","Low",2021,-7.8970105975617
"BAU","Light truck","BEV300","Tires","n","Low",2021,-12.7540996653698
"BAU","Car","PHEV20","Tires","n","Low",2021,-0.574425543064073
"BAU","Light truck","PHEV20","Tires","n","Low",2021,-0.909232083675491
"BAU","Car","PHEV40","Tires","n","Low",2021,-1.3017323936881
"BAU","Light truck","PHEV40","Tires","n","Low",2021,-2.67212610623271
"BAU","Car","BEV100","Traction Motor","n","Low",2021,-4.7349787062181
"BAU","Light truck","BEV100","Traction Motor","n","Low",2021,-9.77348395449728
"BAU","Car","BEV300","Traction Motor","n","Low",2021,-26.437581001526
"BAU","Light truck","BEV300","Traction Motor","n","Low",2021,-43.7700492340261
"BAU","Car","PHEV20","Traction Motor","n","Low",2021,-0.436027834697825
"BAU","Light truck","PHEV20","Traction Motor","n","Low",2021,-0.806532590684157
"BAU","Car","PHEV40","Traction Motor","n","Low",2021,-1.67177638232855
"BAU","Light truck","PHEV40","Traction Motor","n","Low",2021,-3.86178032003582
"BAU","Car","BEV100","Transmission","n","Low",2021,-6.80473600658712
"BAU","Light truck","BEV100","Transmission","n","Low",2021,-13.8513454215994
"BAU","Car","BEV300","Transmission","n","Low",2021,-31.5880423902468
"BAU","Light truck","BEV300","Transmission","n","Low",2021,-51.0163986614791
"BAU","Car","PHEV20","Transmission","n","Low",2021,-2.29770217225627
"BAU","Light truck","PHEV20","Transmission","n","Low",2021,-3.63692833470195
"BAU","Car","PHEV40","Transmission","n","Low",2021,-5.20692957475241
"BAU","Light truck","PHEV40","Transmission","n","Low",2021,-10.6885044249308
"BAU","Car","BEV100","Wheels","n","Low",2021,-1.70118400164678
"BAU","Light truck","BEV100","Wheels","n","Low",2021,-3.46283635539987
"BAU","Car","BEV300","Wheels","n","Low",2021,-7.8970105975617
"BAU","Light truck","BEV300","Wheels","n","Low",2021,-12.7540996653698
"BAU","Car","PHEV20","Wheels","n","Low",2021,-0.574425543064077
"BAU","Light truck","PHEV20","Wheels","n","Low",2021,-0.909232083675487
"BAU","Car","PHEV40","Wheels","n","Low",2021,-1.3017323936881
"BAU","Light truck","PHEV40","Wheels","n","Low",2021,-2.67212610623271
"BAU","Car","BEV100","Body","n","Low",2022,-11.9727746956843
"BAU","Light truck","BEV100","Body","n","Low",2022,-24.334682118816
"BAU","Car","BEV300","Body","n","Low",2022,-55.470177506382
"BAU","Light truck","BEV300","Body","n","Low",2022,-88.7773846612382
"BAU","Car","PHEV20","Body","n","Low",2022,-4.08241309590187
"BAU","Light truck","PHEV20","Body","n","Low",2022,-6.47325132666924
"BAU","Car","PHEV40","Body","n","Low",2022,-9.10250255453019
"BAU","Light truck","PHEV40","Body","n","Low",2022,-18.6636286945158
"BAU","Car","BEV100","Chassis","n","Low",2022,-15.346920291741
"BAU","Light truck","BEV100","Chassis","n","Low",2022,-31.1926379886642
"BAU","Car","BEV300","Chassis","n","Low",2022,-71.1026820763621
"BAU","Light truck","BEV300","Chassis","n","Low",2022,-113.796465793042
"BAU","Car","PHEV20","Chassis","n","Low",2022,-5.23291133201946
"BAU","Light truck","PHEV20","Chassis","n","Low",2022,-8.29753124600319
"BAU","Car","PHEV40","Chassis","n","Low",2022,-11.6677532744434
"BAU","Light truck","PHEV40","Chassis","n","Low",2022,-23.9233785993339
"BAU","Car","BEV100","Electronic Controller","n","Low",2022,-4.33462190247185
"BAU","Light truck","BEV100","Electronic Controller","n","Low",2022,-8.71007962978568
"BAU","Car","BEV300","Electronic Controller","n","Low",2022,-16.5993396651892
"BAU","Light truck","BEV300","Electronic Controller","n","Low",2022,-25.8519531002977
"BAU","Car","PHEV20","Electronic Controller","n","Low",2022,-0.369952964573507
"BAU","Light truck","PHEV20","Electronic Controller","n","Low",2022,-0.651814560092447
"BAU","Car","PHEV40","Electronic Controller","n","Low",2022,-0.847357257347014
"BAU","Light truck","PHEV40","Electronic Controller","n","Low",2022,-1.83286842586293
"BAU","Car","PHEV20","Engine","n","Low",2022,-2.81393220589152
"BAU","Light truck","PHEV20","Engine","n","Low",2022,-4.32650897703365
"BAU","Car","PHEV40","Engine","n","Low",2022,-6.5885359690547
"BAU","Light truck","PHEV40","Engine","n","Low",2022,-12.5381804509525
"BAU","Car","BEV100","EV Battery","n","Low",2022,-57.6286612595526
"BAU","Light truck","BEV100","EV Battery","n","Low",2022,-117.081457206851
"BAU","Car","BEV300","EV Battery","n","Low",2022,-265.51429506565
"BAU","Light truck","BEV300","EV Battery","n","Low",2022,-424.50970133262
"BAU","Car","PHEV20","EV Battery","n","Low",2022,-18.5635333661012
"BAU","Light truck","PHEV20","EV Battery","n","Low",2022,-29.2750195967779
"BAU","Car","PHEV40","EV Battery","n","Low",2022,-39.5488699224976
"BAU","Light truck","PHEV40","EV Battery","n","Low",2022,-81.1488112385998
"BAU","Car","BEV100","Exterior","n","Low",2022,-0.870747250595223
"BAU","Light truck","BEV100","Exterior","n","Low",2022,-1.76979506318663
"BAU","Car","BEV300","Exterior","n","Low",2022,-4.03419472773687
"BAU","Light truck","BEV300","Exterior","n","Low",2022,-6.45653706627189
"BAU","Car","PHEV20","Exterior","n","Low",2022,-0.296902770611048
"BAU","Light truck","PHEV20","Exterior","n","Low",2022,-0.470781914666837
