"Year","Value","Data_type","Region","Source","Unit","Aeo_year","Aeo_case"
2021,64.680412,"Electricity Generation","Reliability First Corporation / East","Coal","billion kilowatthours",2018,"LOP"
2022,64.452072,"Electricity Generation","Reliability First Corporation / East","Coal","billion kilowatthours",2018,"LOP"
2023,64.357605,"Electricity Generation","Reliability First Corporation / East","Coal","billion kilowatthours",2018,"LOP"
2024,63.419685,"Electricity Generation","Reliability First Corporation / East","Coal","billion kilowatthours",2018,"LOP"
2025,63.149185,"Electricity Generation","Reliability First Corporation / East","Coal","billion kilowatthours",2018,"LOP"
2026,62.650234,"Electricity Generation","Reliability First Corporation / East","Coal","billion kilowatthours",2018,"LOP"
2027,62.872124,"Electricity Generation","Reliability First Corporation / East","Coal","billion kilowatthours",2018,"LOP"
2028,63.01577,"Electricity Generation","Reliability First Corporation / East","Coal","billion kilowatthours",2018,"LOP"
2029,61.427074,"Electricity Generation","Reliability First Corporation / East","Coal","billion kilowatthours",2018,"LOP"
2030,57.333748,"Electricity Generation","Reliability First Corporation / East","Coal","billion kilowatthours",2018,"LOP"
2031,57.288132,"Electricity Generation","Reliability First Corporation / East","Coal","billion kilowatthours",2018,"LOP"
2032,57.236496,"Electricity Generation","Reliability First Corporation / East","Coal","billion kilowatthours",2018,"LOP"
2033,57.107868,"Electricity Generation","Reliability First Corporation / East","Coal","billion kilowatthours",2018,"LOP"
2034,57.156815,"Electricity Generation","Reliability First Corporation / East","Coal","billion kilowatthours",2018,"LOP"
2035,57.121948,"Electricity Generation","Reliability First Corporation / East","Coal","billion kilowatthours",2018,"LOP"
2036,57.092155,"Electricity Generation","Reliability First Corporation / East","Coal","billion kilowatthours",2018,"LOP"
2037,57.063038,"Electricity Generation","Reliability First Corporation / East","Coal","billion kilowatthours",2018,"LOP"
2038,57.037155,"Electricity Generation","Reliability First Corporation / East","Coal","billion kilowatthours",2018,"LOP"
2039,57.00441,"Electricity Generation","Reliability First Corporation / East","Coal","billion kilowatthours",2018,"LOP"
2040,56.969234,"Electricity Generation","Reliability First Corporation / East","Coal","billion kilowatthours",2018,"LOP"
2041,56.93185,"Electricity Generation","Reliability First Corporation / East","Coal","billion kilowatthours",2018,"LOP"
2042,56.906517,"Electricity Generation","Reliability First Corporation / East","Coal","billion kilowatthours",2018,"LOP"
2043,56.870941,"Electricity Generation","Reliability First Corporation / East","Coal","billion kilowatthours",2018,"LOP"
2044,56.835621,"Electricity Generation","Reliability First Corporation / East","Coal","billion kilowatthours",2018,"LOP"
2045,56.804436,"Electricity Generation","Reliability First Corporation / East","Coal","billion kilowatthours",2018,"LOP"
2046,56.772285,"Electricity Generation","Reliability First Corporation / East","Coal","billion kilowatthours",2018,"LOP"
2047,56.739544,"Electricity Generation","Reliability First Corporation / East","Coal","billion kilowatthours",2018,"LOP"
2048,56.707371,"Electricity Generation","Reliability First Corporation / East","Coal","billion kilowatthours",2018,"LOP"
2049,56.669941,"Electricity Generation","Reliability First Corporation / East","Coal","billion kilowatthours",2018,"LOP"
2050,56.596413,"Electricity Generation","Reliability First Corporation / East","Coal","billion kilowatthours",2018,"LOP"
2016,38.329632,"Electricity Generation","Reliability First Corporation / Michigan","Coal","billion kilowatthours",2018,"LOP"
2017,39.635868,"Electricity Generation","Reliability First Corporation / Michigan","Coal","billion kilowatthours",2018,"LOP"
2018,37.617313,"Electricity Generation","Reliability First Corporation / Michigan","Coal","billion kilowatthours",2018,"LOP"
2019,37.764854,"Electricity Generation","Reliability First Corporation / Michigan","Coal","billion kilowatthours",2018,"LOP"
2020,42.769501,"Electricity Generation","Reliability First Corporation / Michigan","Coal","billion kilowatthours",2018,"LOP"
2021,41.48592,"Electricity Generation","Reliability First Corporation / Michigan","Coal","billion kilowatthours",2018,"LOP"
2022,42.655704,"Electricity Generation","Reliability First Corporation / Michigan","Coal","billion kilowatthours",2018,"LOP"
2023,34.261856,"Electricity Generation","Reliability First Corporation / Michigan","Coal","billion kilowatthours",2018,"LOP"
2024,34.272507,"Electricity Generation","Reliability First Corporation / Michigan","Coal","billion kilowatthours",2018,"LOP"
2025,34.272942,"Electricity Generation","Reliability First Corporation / Michigan","Coal","billion kilowatthours",2018,"LOP"
2026,34.091618,"Electricity Generation","Reliability First Corporation / Michigan","Coal","billion kilowatthours",2018,"LOP"
2027,34.087959,"Electricity Generation","Reliability First Corporation / Michigan","Coal","billion kilowatthours",2018,"LOP"
2028,34.09267,"Electricity Generation","Reliability First Corporation / Michigan","Coal","billion kilowatthours",2018,"LOP"
2029,34.089931,"Electricity Generation","Reliability First Corporation / Michigan","Coal","billion kilowatthours",2018,"LOP"
2030,34.083691,"Electricity Generation","Reliability First Corporation / Michigan","Coal","billion kilowatthours",2018,"LOP"
2031,34.07785,"Electricity Generation","Reliability First Corporation / Michigan","Coal","billion kilowatthours",2018,"LOP"
2032,34.069904,"Electricity Generation","Reliability First Corporation / Michigan","Coal","billion kilowatthours",2018,"LOP"
2033,34.066967,"Electricity Generation","Reliability First Corporation / Michigan","Coal","billion kilowatthours",2018,"LOP"
2034,34.067745,"Electricity Generation","Reliability First Corporation / Michigan","Coal","billion kilowatthours",2018,"LOP"
2035,34.06448,"Electricity Generation","Reliability First Corporation / Michigan","Coal","billion kilowatthours",2018,"LOP"
2036,34.06179,"Electricity Generation","Reliability First Corporation / Michigan","Coal","billion kilowatthours",2018,"LOP"
2037,34.059422,"Electricity Generation","Reliability First Corporation / Michigan","Coal","billion kilowatthours",2018,"LOP"
2038,34.058704,"Electricity Generation","Reliability First Corporation / Michigan","Coal","billion kilowatthours",2018,"LOP"
2039,34.056187,"Electricity Generation","Reliability First Corporation / Michigan","Coal","billion kilowatthours",2018,"LOP"
2040,34.051224,"Electricity Generation","Reliability First Corporation / Michigan","Coal","billion kilowatthours",2018,"LOP"
2041,34.047688,"Electricity Generation","Reliability First Corporation / Michigan","Coal","billion kilowatthours",2018,"LOP"
2042,34.043541,"Electricity Generation","Reliability First Corporation / Michigan","Coal","billion kilowatthours",2018,"LOP"
2043,34.03891,"Electricity Generation","Reliability First Corporation / Michigan","Coal","billion kilowatthours",2018,"LOP"
2044,34.033619,"Electricity Generation","Reliability First Corporation / Michigan","Coal","billion kilowatthours",2018,"LOP"
2045,34.033958,"Electricity Generation","Reliability First Corporation / Michigan","Coal","billion kilowatthours",2018,"LOP"
2046,34.030285,"Electricity Generation","Reliability First Corporation / Michigan","Coal","billion kilowatthours",2018,"LOP"
2047,34.014889,"Electricity Generation","Reliability First Corporation / Michigan","Coal","billion kilowatthours",2018,"LOP"
2048,34.005638,"Electricity Generation","Reliability First Corporation / Michigan","Coal","billion kilowatthours",2018,"LOP"
2049,33.993694,"Electricity Generation","Reliability First Corporation / Michigan","Coal","billion kilowatthours",2018,"LOP"
2050,33.980003,"Electricity Generation","Reliability First Corporation / Michigan","Coal","billion kilowatthours",2018,"LOP"
2016,264.997314,"Electricity Generation","Reliability First Corporation / West","Coal","billion kilowatthours",2018,"LOP"
2017,305.284271,"Electricity Generation","Reliability First Corporation / West","Coal","billion kilowatthours",2018,"LOP"
2018,302.735535,"Electricity Generation","Reliability First Corporation / West","Coal","billion kilowatthours",2018,"LOP"
2019,286.271027,"Electricity Generation","Reliability First Corporation / West","Coal","billion kilowatthours",2018,"LOP"
2020,289.103363,"Electricity Generation","Reliability First Corporation / West","Coal","billion kilowatthours",2018,"LOP"
2021,288.613556,"Electricity Generation","Reliability First Corporation / West","Coal","billion kilowatthours",2018,"LOP"
2022,284.764496,"Electricity Generation","Reliability First Corporation / West","Coal","billion kilowatthours",2018,"LOP"
2023,288.291809,"Electricity Generation","Reliability First Corporation / West","Coal","billion kilowatthours",2018,"LOP"
2024,290.367676,"Electricity Generation","Reliability First Corporation / West","Coal","billion kilowatthours",2018,"LOP"
2025,292.640808,"Electricity Generation","Reliability First Corporation / West","Coal","billion kilowatthours",2018,"LOP"
2026,300.727539,"Electricity Generation","Reliability First Corporation / West","Coal","billion kilowatthours",2018,"LOP"
2027,300.214508,"Electricity Generation","Reliability First Corporation / West","Coal","billion kilowatthours",2018,"LOP"
2028,300.579468,"Electricity Generation","Reliability First Corporation / West","Coal","billion kilowatthours",2018,"LOP"
2029,300.359131,"Electricity Generation","Reliability First Corporation / West","Coal","billion kilowatthours",2018,"LOP"
2030,304.291992,"Electricity Generation","Reliability First Corporation / West","Coal","billion kilowatthours",2018,"LOP"
2031,304.261841,"Electricity Generation","Reliability First Corporation / West","Coal","billion kilowatthours",2018,"LOP"
2032,304.117889,"Electricity Generation","Reliability First Corporation / West","Coal","billion kilowatthours",2018,"LOP"
2033,303.660706,"Electricity Generation","Reliability First Corporation / West","Coal","billion kilowatthours",2018,"LOP"
2034,303.467316,"Electricity Generation","Reliability First Corporation / West","Coal","billion kilowatthours",2018,"LOP"
2035,303.242798,"Electricity Generation","Reliability First Corporation / West","Coal","billion kilowatthours",2018,"LOP"
2036,303.711914,"Electricity Generation","Reliability First Corporation / West","Coal","billion kilowatthours",2018,"LOP"
2037,303.411346,"Electricity Generation","Reliability First Corporation / West","Coal","billion kilowatthours",2018,"LOP"
2038,303.554901,"Electricity Generation","Reliability First Corporation / West","Coal","billion kilowatthours",2018,"LOP"
2039,303.802948,"Electricity Generation","Reliability First Corporation / West","Coal","billion kilowatthours",2018,"LOP"
2040,303.665222,"Electricity Generation","Reliability First Corporation / West","Coal","billion kilowatthours",2018,"LOP"
2041,304.038788,"Electricity Generation","Reliability First Corporation / West","Coal","billion kilowatthours",2018,"LOP"
2042,304.05426,"Electricity Generation","Reliability First Corporation / West","Coal","billion kilowatthours",2018,"LOP"
2043,303.920044,"Electricity Generation","Reliability First Corporation / West","Coal","billion kilowatthours",2018,"LOP"
2044,303.35318,"Electricity Generation","Reliability First Corporation / West","Coal","billion kilowatthours",2018,"LOP"
2045,302.769287,"Electricity Generation","Reliability First Corporation / West","Coal","billion kilowatthours",2018,"LOP"
2046,303.04541,"Electricity Generation","Reliability First Corporation / West","Coal","billion kilowatthours",2018,"LOP"
2047,303.967621,"Electricity Generation","Reliability First Corporation / West","Coal","billion kilowatthours",2018,"LOP"
2048,304.044586,"Electricity Generation","Reliability First Corporation / West","Coal","billion kilowatthours",2018,"LOP"
2049,304.179077,"Electricity Generation","Reliability First Corporation / West","Coal","billion kilowatthours",2018,"LOP"
2050,305.627258,"Electricity Generation","Reliability First Corporation / West","Coal","billion kilowatthours",2018,"LOP"
2016,110.958,"Electricity Generation","SERC Reliability Corporation / Central","Coal","billion kilowatthours",2018,"LOP"
2017,123.549431,"Electricity Generation","SERC Reliability Corporation / Central","Coal","billion kilowatthours",2018,"LOP"
2018,126.99556,"Electricity Generation","SERC Reliability Corporation / Central","Coal","billion kilowatthours",2018,"LOP"
2019,111.511719,"Electricity Generation","SERC Reliability Corporation / Central","Coal","billion kilowatthours",2018,"LOP"
2020,123.524055,"Electricity Generation","SERC Reliability Corporation / Central","Coal","billion kilowatthours",2018,"LOP"
2021,119.679825,"Electricity Generation","SERC Reliability Corporation / Central","Coal","billion kilowatthours",2018,"LOP"
2022,115.214706,"Electricity Generation","SERC Reliability Corporation / Central","Coal","billion kilowatthours",2018,"LOP"
2023,104.123871,"Electricity Generation","SERC Reliability Corporation / Central","Coal","billion kilowatthours",2018,"LOP"
