"Year","Value","Data_type","Region","Source","Unit","Aeo_year","Aeo_case"
2043,0,"Electricity Generation","Southwest Power Pool / North","Distributed Generation","billion kilowatthours",2018,"REF"
2044,0,"Electricity Generation","Southwest Power Pool / North","Distributed Generation","billion kilowatthours",2018,"REF"
2045,0,"Electricity Generation","Southwest Power Pool / North","Distributed Generation","billion kilowatthours",2018,"REF"
2046,0,"Electricity Generation","Southwest Power Pool / North","Distributed Generation","billion kilowatthours",2018,"REF"
2047,0,"Electricity Generation","Southwest Power Pool / North","Distributed Generation","billion kilowatthours",2018,"REF"
2048,0,"Electricity Generation","Southwest Power Pool / North","Distributed Generation","billion kilowatthours",2018,"REF"
2049,0,"Electricity Generation","Southwest Power Pool / North","Distributed Generation","billion kilowatthours",2018,"REF"
2050,0,"Electricity Generation","Southwest Power Pool / North","Distributed Generation","billion kilowatthours",2018,"REF"
2016,0,"Electricity Generation","Southwest Power Pool / South","Distributed Generation","billion kilowatthours",2018,"REF"
2017,0,"Electricity Generation","Southwest Power Pool / South","Distributed Generation","billion kilowatthours",2018,"REF"
2018,0,"Electricity Generation","Southwest Power Pool / South","Distributed Generation","billion kilowatthours",2018,"REF"
2019,0,"Electricity Generation","Southwest Power Pool / South","Distributed Generation","billion kilowatthours",2018,"REF"
2020,0,"Electricity Generation","Southwest Power Pool / South","Distributed Generation","billion kilowatthours",2018,"REF"
2021,0,"Electricity Generation","Southwest Power Pool / South","Distributed Generation","billion kilowatthours",2018,"REF"
2022,0,"Electricity Generation","Southwest Power Pool / South","Distributed Generation","billion kilowatthours",2018,"REF"
2023,0,"Electricity Generation","Southwest Power Pool / South","Distributed Generation","billion kilowatthours",2018,"REF"
2024,0,"Electricity Generation","Southwest Power Pool / South","Distributed Generation","billion kilowatthours",2018,"REF"
2025,0,"Electricity Generation","Southwest Power Pool / South","Distributed Generation","billion kilowatthours",2018,"REF"
2026,0,"Electricity Generation","Southwest Power Pool / South","Distributed Generation","billion kilowatthours",2018,"REF"
2027,0,"Electricity Generation","Southwest Power Pool / South","Distributed Generation","billion kilowatthours",2018,"REF"
2028,0,"Electricity Generation","Southwest Power Pool / South","Distributed Generation","billion kilowatthours",2018,"REF"
2029,0,"Electricity Generation","Southwest Power Pool / South","Distributed Generation","billion kilowatthours",2018,"REF"
2030,0,"Electricity Generation","Southwest Power Pool / South","Distributed Generation","billion kilowatthours",2018,"REF"
2031,0,"Electricity Generation","Southwest Power Pool / South","Distributed Generation","billion kilowatthours",2018,"REF"
2032,0,"Electricity Generation","Southwest Power Pool / South","Distributed Generation","billion kilowatthours",2018,"REF"
2033,0,"Electricity Generation","Southwest Power Pool / South","Distributed Generation","billion kilowatthours",2018,"REF"
2034,0,"Electricity Generation","Southwest Power Pool / South","Distributed Generation","billion kilowatthours",2018,"REF"
2035,0,"Electricity Generation","Southwest Power Pool / South","Distributed Generation","billion kilowatthours",2018,"REF"
2036,0,"Electricity Generation","Southwest Power Pool / South","Distributed Generation","billion kilowatthours",2018,"REF"
2037,0,"Electricity Generation","Southwest Power Pool / South","Distributed Generation","billion kilowatthours",2018,"REF"
2038,0,"Electricity Generation","Southwest Power Pool / South","Distributed Generation","billion kilowatthours",2018,"REF"
2039,0,"Electricity Generation","Southwest Power Pool / South","Distributed Generation","billion kilowatthours",2018,"REF"
2040,0,"Electricity Generation","Southwest Power Pool / South","Distributed Generation","billion kilowatthours",2018,"REF"
2041,0,"Electricity Generation","Southwest Power Pool / South","Distributed Generation","billion kilowatthours",2018,"REF"
2042,0,"Electricity Generation","Southwest Power Pool / South","Distributed Generation","billion kilowatthours",2018,"REF"
2043,0,"Electricity Generation","Southwest Power Pool / South","Distributed Generation","billion kilowatthours",2018,"REF"
2044,0,"Electricity Generation","Southwest Power Pool / South","Distributed Generation","billion kilowatthours",2018,"REF"
2045,0,"Electricity Generation","Southwest Power Pool / South","Distributed Generation","billion kilowatthours",2018,"REF"
2046,0,"Electricity Generation","Southwest Power Pool / South","Distributed Generation","billion kilowatthours",2018,"REF"
2047,0,"Electricity Generation","Southwest Power Pool / South","Distributed Generation","billion kilowatthours",2018,"REF"
2048,0,"Electricity Generation","Southwest Power Pool / South","Distributed Generation","billion kilowatthours",2018,"REF"
2049,0,"Electricity Generation","Southwest Power Pool / South","Distributed Generation","billion kilowatthours",2018,"REF"
2050,0,"Electricity Generation","Southwest Power Pool / South","Distributed Generation","billion kilowatthours",2018,"REF"
2016,0,"Electricity Generation","Texas Regional Entity","Distributed Generation","billion kilowatthours",2018,"REF"
2017,0,"Electricity Generation","Texas Regional Entity","Distributed Generation","billion kilowatthours",2018,"REF"
2018,0,"Electricity Generation","Texas Regional Entity","Distributed Generation","billion kilowatthours",2018,"REF"
2019,0.089168,"Electricity Generation","Texas Regional Entity","Distributed Generation","billion kilowatthours",2018,"REF"
2020,0.099116,"Electricity Generation","Texas Regional Entity","Distributed Generation","billion kilowatthours",2018,"REF"
2021,0.117348,"Electricity Generation","Texas Regional Entity","Distributed Generation","billion kilowatthours",2018,"REF"
2022,0.139844,"Electricity Generation","Texas Regional Entity","Distributed Generation","billion kilowatthours",2018,"REF"
2023,0.161015,"Electricity Generation","Texas Regional Entity","Distributed Generation","billion kilowatthours",2018,"REF"
2024,0.178918,"Electricity Generation","Texas Regional Entity","Distributed Generation","billion kilowatthours",2018,"REF"
2025,0.195075,"Electricity Generation","Texas Regional Entity","Distributed Generation","billion kilowatthours",2018,"REF"
2026,0.212999,"Electricity Generation","Texas Regional Entity","Distributed Generation","billion kilowatthours",2018,"REF"
2027,0.233661,"Electricity Generation","Texas Regional Entity","Distributed Generation","billion kilowatthours",2018,"REF"
2028,0.255655,"Electricity Generation","Texas Regional Entity","Distributed Generation","billion kilowatthours",2018,"REF"
2029,0.278877,"Electricity Generation","Texas Regional Entity","Distributed Generation","billion kilowatthours",2018,"REF"
2030,0.300608,"Electricity Generation","Texas Regional Entity","Distributed Generation","billion kilowatthours",2018,"REF"
2031,0.325398,"Electricity Generation","Texas Regional Entity","Distributed Generation","billion kilowatthours",2018,"REF"
2032,0.349231,"Electricity Generation","Texas Regional Entity","Distributed Generation","billion kilowatthours",2018,"REF"
2033,0.375339,"Electricity Generation","Texas Regional Entity","Distributed Generation","billion kilowatthours",2018,"REF"
2034,0.402927,"Electricity Generation","Texas Regional Entity","Distributed Generation","billion kilowatthours",2018,"REF"
2035,0.432667,"Electricity Generation","Texas Regional Entity","Distributed Generation","billion kilowatthours",2018,"REF"
2036,0.459732,"Electricity Generation","Texas Regional Entity","Distributed Generation","billion kilowatthours",2018,"REF"
2037,0.541607,"Electricity Generation","Texas Regional Entity","Distributed Generation","billion kilowatthours",2018,"REF"
2038,0.628879,"Electricity Generation","Texas Regional Entity","Distributed Generation","billion kilowatthours",2018,"REF"
2039,0.720686,"Electricity Generation","Texas Regional Entity","Distributed Generation","billion kilowatthours",2018,"REF"
2040,0.81468,"Electricity Generation","Texas Regional Entity","Distributed Generation","billion kilowatthours",2018,"REF"
2041,0.919242,"Electricity Generation","Texas Regional Entity","Distributed Generation","billion kilowatthours",2018,"REF"
2042,1.028908,"Electricity Generation","Texas Regional Entity","Distributed Generation","billion kilowatthours",2018,"REF"
2043,1.143217,"Electricity Generation","Texas Regional Entity","Distributed Generation","billion kilowatthours",2018,"REF"
2044,1.254884,"Electricity Generation","Texas Regional Entity","Distributed Generation","billion kilowatthours",2018,"REF"
2045,1.412541,"Electricity Generation","Texas Regional Entity","Distributed Generation","billion kilowatthours",2018,"REF"
2046,1.560912,"Electricity Generation","Texas Regional Entity","Distributed Generation","billion kilowatthours",2018,"REF"
2047,1.659284,"Electricity Generation","Texas Regional Entity","Distributed Generation","billion kilowatthours",2018,"REF"
2048,1.740603,"Electricity Generation","Texas Regional Entity","Distributed Generation","billion kilowatthours",2018,"REF"
2049,1.817744,"Electricity Generation","Texas Regional Entity","Distributed Generation","billion kilowatthours",2018,"REF"
2050,1.926074,"Electricity Generation","Texas Regional Entity","Distributed Generation","billion kilowatthours",2018,"REF"
2016,0,"Electricity Generation","Western Electricity / California","Distributed Generation","billion kilowatthours",2018,"REF"
2017,0,"Electricity Generation","Western Electricity / California","Distributed Generation","billion kilowatthours",2018,"REF"
2018,0,"Electricity Generation","Western Electricity / California","Distributed Generation","billion kilowatthours",2018,"REF"
2019,0,"Electricity Generation","Western Electricity / California","Distributed Generation","billion kilowatthours",2018,"REF"
2020,0,"Electricity Generation","Western Electricity / California","Distributed Generation","billion kilowatthours",2018,"REF"
2021,0,"Electricity Generation","Western Electricity / California","Distributed Generation","billion kilowatthours",2018,"REF"
2022,0,"Electricity Generation","Western Electricity / California","Distributed Generation","billion kilowatthours",2018,"REF"
2023,0,"Electricity Generation","Western Electricity / California","Distributed Generation","billion kilowatthours",2018,"REF"
2024,0,"Electricity Generation","Western Electricity / California","Distributed Generation","billion kilowatthours",2018,"REF"
2025,0,"Electricity Generation","Western Electricity / California","Distributed Generation","billion kilowatthours",2018,"REF"
2026,0,"Electricity Generation","Western Electricity / California","Distributed Generation","billion kilowatthours",2018,"REF"
2027,0,"Electricity Generation","Western Electricity / California","Distributed Generation","billion kilowatthours",2018,"REF"
2028,0,"Electricity Generation","Western Electricity / California","Distributed Generation","billion kilowatthours",2018,"REF"
