barrels08,barrelsA08,charge120,charge240,city08,city08U,cityA08,cityA08U,cityCD,cityE,cityUF,co2,co2A,co2TailpipeAGpm,co2TailpipeGpm,comb08,comb08U,combA08,combA08U,combE,combinedCD,combinedUF,cylinders,displ,drive,engId,eng_dscr,feScore,fuelCost08,fuelCostA08,fuelType,fuelType1,ghgScore,ghgScoreA,highway08,highway08U,highwayA08,highwayA08U,highwayCD,highwayE,highwayUF,hlv,hpv,id,lv2,lv4,mpgData,phevBlended,pv2,pv4,range,rangeCity,rangeCityA,rangeHwy,rangeHwyA,trany,UCity,UCityA,UHighway,UHighwayA,make,model,VClass,year,Sales,youSaveSpend,tCharger,sCharger,atvType,fuelType2,rangeA,evMotor,mfrCode,c240Dscr,charge240b,c240bDscr,startStop,phevCity,phevHwy,phevComb
0.282,0,0,5,73,73.15,0,0,0,46,0,0,-1,0,0,72,72.2873,0,0,47,0,0,,,Front-Wheel Drive,1,,10,900,0,Electricity,Electricity,10,-1,71,71.26,0,0,0,47,0,16,88,38591,0,0,N,FALSE,0,0,187,188.7,0,184.3,0,Automatic (A1),104.5,0,101.8,0,BYD,e6,Small Sport Utility Vehicle 2WD,2017,,2250,,,EV,,,75 kW AC PMSM,BYD,,0,,N,0,0,0
0.198,0,0,12,101,100.9606,0,0,0,33,0,0,-1,0,0,102,101.5334,0,0,33,0,0,,,All-Wheel Drive,16,,10,650,0,Electricity,Electricity,10,-1,102,102.2424,0,0,0,33,0,26,94,38640,0,0,N,FALSE,0,0,335,333.1,0,337.2,0,Automatic (A1),133.9,0,135.6,0,Tesla,Model S AWD - 100D,Large Cars,2017,,3500,,,EV,,,193 (front) 193 (rear) (90 kW-hr battery pack),TSL,standard charger,4.75,80 amp dual charger,N,0,0,0
5.563419343,5.316290323,0,4.5,23,23.2,56,56.4,0,59,0.561,144,-1,0,144,26,25.5,62,62,54,0,0.592,4,2,Rear-Wheel Drive,212,SIDI; PHEV,9,1650,0,Premium and Electricity,Premium Gasoline,10,-1,29,29.1,71,70.5,0,48,0.626,0,0,38650,0,10,N,TRUE,0,106,0,0,27.76,0,33.94,Automatic (variable gear ratios),31.7,80.2,39.8,100.7,Cadillac,CT6 Plug-In,Midsize Cars,2017,,250,T,,Plug-in Hybrid,Electricity,31,59 and 61kW 3-Phase AC,GMX,,0,,Y,35,45,39
7.147592414,4.577916667,0,2,27,27.3323,70,69.7759,0,47,0.384,193,-1,0,193,29,28.7869,72,72.1701,46,0,0.388,4,2,Rear-Wheel Drive,536,SIDI; PHEV,8,1500,0,Premium and Electricity,Premium Gasoline,10,-1,31,30.7898,75,75.3293,0,45,0.393,0,0,38754,0,10,N,TRUE,0,99,0,0,15.6,0,16.12,Automatic (S8),35.7,99.7,44.2,108,BMW,530e,Compact Cars,2018,,500,T,,Plug-in Hybrid,Electricity,16,83kW DCPM,BMX,,0,,Y,35,40,37
7.326434342,4.919552239,0,2,27,26.7185,66,66.2812,0,48,0.379,200,-1,0,200,28,28.3364,67,67.1312,49,0,0.372,4,2,All-Wheel Drive,537,SIDI; PHEV,8,1550,0,Premium and Electricity,Premium Gasoline,10,-1,31,30.6012,68,68.2003,0,50,0.363,0,0,38755,0,10,N,TRUE,0,99,0,0,15.35,0,14.49,Automatic (S8),34.8,94.7,43.9,97,BMW,530e xDrive,Compact Cars,2018,,250,T,,Plug-in Hybrid,Electricity,15,83kW DCPM,BMX,,0,,Y,34,38,36
8.009330414,5.15015625,0,3,25,24.8563,62,62.0756,0,53,0.356,214,-1,0,214,27,26.7381,64,64.451,52,0,0.362,4,2,All-Wheel Drive,740,SIDI; PHEV,8,1600,0,Premium and Electricity,Premium Gasoline,9,-1,29,29.4644,68,67.613,0,50,0.369,0,0,38770,0,10,N,TRUE,0,114,0,0,14.13,0,14.81,Automatic (S8),32.1,87.6,42.1,97,BMW,740e xDrive,Large Cars,2018,,-250,T,,Plug-in Hybrid,Electricity,14,83kW DCPM,BMX,,0,,Y,31,37,33
8.213427782,5.070923077,0,2,28,28.0461,63,63.3237,0,51,0.327,223,-1,0,223,27,27.445,65,64.5666,51,0,0.322,3,1.5,All-Wheel Drive,90,SIDI; PHEV,8,1600,0,Premium and Electricity,Premium Gasoline,9,-1,27,26.7445,66,66.1536,0,51,0.316,17,95,38863,0,0,N,TRUE,0,0,0,0,12.64,0,12.08,Automatic (S6),35.7,89.6,40.7,95,MINI,Cooper SE Countryman All4,Midsize Cars,2018,,-250,T,,Plug-in Hybrid,Electricity,12,,BMX,,0,,Y,34,33,33
7.884889477,6.462941176,0,1.5,28,28.5,45,45.0168,0.5,57,0.301,215,-1,0,215,30,30.1,51,51.1013,56,0.2,0.299,4,2,Rear-Wheel Drive,102,SIDI; PHEV,8,1450,0,Premium and Electricity,Premium Gasoline,9,-1,32,32.2,61,61.2136,0,55,0.297,0,0,38969,0,10,N,TRUE,0,91,0,0,9.3027,0,9.1555,Automatic 7-spd,37.4,63.3,46.5,87,Mercedes-Benz,C350e,Compact Cars,2017,,-250,T,,Plug-in Hybrid,Electricity,9,60 kW DCPM,MBX,,0,,Y,32,37,34
2.006844186,0.186,0,4,43,42.6,113,113,0,29,0.778,51,-1,0,51,42,42.2,106,106,31,0,0.761,4,1.5,Front-Wheel Drive,10,SIDI; PHEV,10,850,600,Regular Gas or Electricity,Regular Gasoline,10,-1,42,41.8,99,99,0,34,0.737,19,90,39190,0,0,N,FALSE,0,0,0,0,56.78,0,48.89,Automatic (variable gear ratios),58.7,162.1,61.1,141.1,Chevrolet,Volt,Compact Cars,2018,,3500,,,Plug-in Hybrid,Electricity,53,48 and 87 kW 3-Phase AC,GMX,,0,,Y,82,72,77
0.18,0,0,4,126,125.72,0,0,0,27,0,0,-1,0,0,114,114.1174,0,0,30,0,0,,,Front-Wheel Drive,57,,10,600,0,Electricity,Electricity,10,-1,103,102.55,0,0,0,33,0,0,0,39191,0,12,N,FALSE,0,102,89,96.7,0,78.9,0,Automatic (A1),179.6,0,146.5,0,Honda,Clarity,Midsize Cars,2017,,3750,,,EV,,,120 kW AC PMSM,HNX,,0,,N,0,0,0
0.186,0,0,6,124,124,0,0,0,27,0,0,-1,0,0,108,108,0,0,31,0,0,,,Rear-Wheel Drive,704,,10,600,0,Electricity,Electricity,10,-1,94,94,0,0,0,36,0,0,0,39192,0,0,N,FALSE,0,0,58,63,0,51,0,Automatic (A1),182.6,0,138.1,0,smart,fortwo electric drive coupe,Two Seaters,2017,,3750,,,EV,,,60 KW AC Synchronous,MBX,,0,,N,0,0,0
